GROUP,GROUP_NUMBER,YEAR,SCENARIO,FIRM HEADROOM ( MVA ),NON-FIRM HEADROOM ( MVA ),CENTROID_X,CENTROID_Y,geopoint
BSP,205317,2042,3 - ELECTRIC ENGAGEMENT,-50.55,-50.55,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2026,3 - ELECTRIC ENGAGEMENT,17.88,17.88,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2024,3 - ELECTRIC ENGAGEMENT,26.95,26.95,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2042,4 - HOLISTIC TRANSITION,-66.93,-66.93,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2051,4 - HOLISTIC TRANSITION,-69.41,-69.41,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2039,4 - HOLISTIC TRANSITION,-53.08,-53.08,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2029,4 - HOLISTIC TRANSITION,15.61,15.61,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2039,5 - HYDROGEN EVOLUTION,-6.24,-6.24,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2032,5 - HYDROGEN EVOLUTION,13.03,13.03,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2042,5 - HYDROGEN EVOLUTION,-13.56,-13.56,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2051,5 - HYDROGEN EVOLUTION,-22.57,-22.57,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2046,5 - HYDROGEN EVOLUTION,-19.46,-19.46,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2036,5 - HYDROGEN EVOLUTION,2.88,2.88,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2025,6 - ACCELERATED DECARBONISATION,20.9,20.9,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2033,6 - ACCELERATED DECARBONISATION,-20.51,-20.51,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2046,6 - ACCELERATED DECARBONISATION,-88.88,-88.88,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2026,6 - ACCELERATED DECARBONISATION,18.43,18.43,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2036,6 - ACCELERATED DECARBONISATION,-43.81,-43.81,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,205317,2051,6 - ACCELERATED DECARBONISATION,-85.17,-85.17,366060.62659028,401685.550739792,"53.5107493699262, -2.5132408626346243"
BSP,100003,2029,1 - BEST VIEW,40.07,40.07,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2051,1 - BEST VIEW,-27.7,-27.7,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2028,1 - BEST VIEW,41.9,41.9,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2025,2 - COUNTERFACTUAL,50.48,50.48,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2039,2 - COUNTERFACTUAL,30.78,30.78,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2051,2 - COUNTERFACTUAL,16.38,16.38,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2030,2 - COUNTERFACTUAL,45.8,45.8,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2027,2 - COUNTERFACTUAL,48.99,48.99,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2032,2 - COUNTERFACTUAL,42.5,42.5,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2030,3 - ELECTRIC ENGAGEMENT,36.15,36.15,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2031,3 - ELECTRIC ENGAGEMENT,34.27,34.27,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2027,3 - ELECTRIC ENGAGEMENT,42.41,42.41,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2051,3 - ELECTRIC ENGAGEMENT,-22.62,-22.62,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2042,3 - ELECTRIC ENGAGEMENT,-7.54,-7.54,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2039,3 - ELECTRIC ENGAGEMENT,3.65,3.65,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2030,4 - HOLISTIC TRANSITION,38.66,38.66,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2031,4 - HOLISTIC TRANSITION,32.99,32.99,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2028,4 - HOLISTIC TRANSITION,43.83,43.83,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2033,4 - HOLISTIC TRANSITION,21.69,21.69,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2024,4 - HOLISTIC TRANSITION,51.96,51.96,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2036,5 - HYDROGEN EVOLUTION,32.37,32.37,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2042,5 - HYDROGEN EVOLUTION,20.95,20.95,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2032,5 - HYDROGEN EVOLUTION,40.55,40.55,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2027,5 - HYDROGEN EVOLUTION,47.71,47.71,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2025,5 - HYDROGEN EVOLUTION,49.62,49.62,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2026,5 - HYDROGEN EVOLUTION,48.56,48.56,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2026,6 - ACCELERATED DECARBONISATION,44.31,44.31,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2025,6 - ACCELERATED DECARBONISATION,46.61,46.61,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2046,6 - ACCELERATED DECARBONISATION,-30.65,-30.65,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2028,6 - ACCELERATED DECARBONISATION,39.82,39.82,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2042,6 - ACCELERATED DECARBONISATION,-25.46,-25.46,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,100003,2030,6 - ACCELERATED DECARBONISATION,34.05,34.05,391069.658607378,396480.793823042,"53.46499191721691, -2.135982693437354"
BSP,400400,2033,1 - BEST VIEW,-31.15,-31.15,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2036,1 - BEST VIEW,-41.1,-41.1,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2029,1 - BEST VIEW,-14.19,-14.19,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2030,1 - BEST VIEW,-18.0,-18.0,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2025,1 - BEST VIEW,18.7,18.7,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2029,2 - COUNTERFACTUAL,1.69,1.69,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2039,2 - COUNTERFACTUAL,-10.5,-10.5,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2027,2 - COUNTERFACTUAL,14.9,14.9,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2025,2 - COUNTERFACTUAL,23.88,23.88,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2030,2 - COUNTERFACTUAL,0.5,0.5,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2032,2 - COUNTERFACTUAL,-2.1,-2.1,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2026,3 - ELECTRIC ENGAGEMENT,13.07,13.07,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2051,3 - ELECTRIC ENGAGEMENT,-78.59,-78.59,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2024,4 - HOLISTIC TRANSITION,25.26,25.26,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2042,4 - HOLISTIC TRANSITION,-72.43,-72.43,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2032,4 - HOLISTIC TRANSITION,-34.99,-34.99,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2029,4 - HOLISTIC TRANSITION,-18.31,-18.31,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2033,4 - HOLISTIC TRANSITION,-41.72,-41.72,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2036,4 - HOLISTIC TRANSITION,-54.96,-54.96,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2026,5 - HYDROGEN EVOLUTION,20.82,20.82,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2030,5 - HYDROGEN EVOLUTION,-11.36,-11.36,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2031,5 - HYDROGEN EVOLUTION,-15.51,-15.51,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2025,5 - HYDROGEN EVOLUTION,23.26,23.26,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2032,5 - HYDROGEN EVOLUTION,-19.91,-19.91,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2046,5 - HYDROGEN EVOLUTION,-43.01,-43.01,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2033,5 - HYDROGEN EVOLUTION,-24.33,-24.33,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2024,6 - ACCELERATED DECARBONISATION,25.26,25.26,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2042,6 - ACCELERATED DECARBONISATION,-81.38,-81.38,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2028,6 - ACCELERATED DECARBONISATION,-17.44,-17.44,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2027,6 - ACCELERATED DECARBONISATION,0.06,0.06,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2031,6 - ACCELERATED DECARBONISATION,-34.85,-34.85,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,400400,2033,6 - ACCELERATED DECARBONISATION,-48.77,-48.77,361053.290550411,439594.070772724,"53.851109857214915, -2.593515260055987"
BSP,609311_609302,2046,1 - BEST VIEW,-26.95,17.15,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2025,1 - BEST VIEW,38.08,82.18,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2026,1 - BEST VIEW,36.17,80.27,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2031,1 - BEST VIEW,30.58,74.68,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2029,1 - BEST VIEW,32.52,76.62,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2024,1 - BEST VIEW,40.01,84.11,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2033,1 - BEST VIEW,21.64,65.74,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2024,2 - COUNTERFACTUAL,40.01,84.11,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2033,2 - COUNTERFACTUAL,26.59,70.69,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2028,2 - COUNTERFACTUAL,35.04,79.14,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2027,2 - COUNTERFACTUAL,36.15,80.25,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2024,3 - ELECTRIC ENGAGEMENT,40.01,84.11,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2031,3 - ELECTRIC ENGAGEMENT,30.51,74.61,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2033,3 - ELECTRIC ENGAGEMENT,21.04,65.14,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2030,3 - ELECTRIC ENGAGEMENT,32.47,76.57,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2032,3 - ELECTRIC ENGAGEMENT,27.36,71.46,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2025,4 - HOLISTIC TRANSITION,39.33,83.43,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2024,4 - HOLISTIC TRANSITION,40.01,84.11,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2026,4 - HOLISTIC TRANSITION,38.03,82.13,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2042,5 - HYDROGEN EVOLUTION,-3.61,40.49,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2046,5 - HYDROGEN EVOLUTION,-8.78,35.32,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2032,5 - HYDROGEN EVOLUTION,31.36,75.46,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2024,5 - HYDROGEN EVOLUTION,40.01,84.11,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2051,5 - HYDROGEN EVOLUTION,-9.11,34.99,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2026,5 - HYDROGEN EVOLUTION,37.29,81.39,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2030,6 - ACCELERATED DECARBONISATION,25.81,69.91,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2039,6 - ACCELERATED DECARBONISATION,-19.58,24.52,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2032,6 - ACCELERATED DECARBONISATION,17.6,61.7,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,609311_609302,2024,6 - ACCELERATED DECARBONISATION,40.01,84.11,317192.508942684,526970.316500343,"54.63104164461961, -3.2842735197344117"
BSP,400107,2039,1 - BEST VIEW,0.35,0.35,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2024,1 - BEST VIEW,19.95,19.95,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2036,2 - COUNTERFACTUAL,10.01,10.01,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2026,2 - COUNTERFACTUAL,18.08,18.08,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2027,3 - ELECTRIC ENGAGEMENT,16.22,16.22,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2031,3 - ELECTRIC ENGAGEMENT,13.71,13.71,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2028,3 - ELECTRIC ENGAGEMENT,15.52,15.52,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2033,3 - ELECTRIC ENGAGEMENT,13.05,13.05,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2051,3 - ELECTRIC ENGAGEMENT,-13.96,-13.96,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2029,3 - ELECTRIC ENGAGEMENT,14.81,14.81,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2039,3 - ELECTRIC ENGAGEMENT,2.59,2.59,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2046,4 - HOLISTIC TRANSITION,-13.35,-13.35,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2031,4 - HOLISTIC TRANSITION,13.2,13.2,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2025,4 - HOLISTIC TRANSITION,18.93,18.93,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2051,4 - HOLISTIC TRANSITION,-10.81,-10.81,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2042,4 - HOLISTIC TRANSITION,-10.18,-10.18,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2030,4 - HOLISTIC TRANSITION,15.62,15.62,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2024,5 - HYDROGEN EVOLUTION,19.95,19.95,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2025,5 - HYDROGEN EVOLUTION,18.51,18.51,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2026,5 - HYDROGEN EVOLUTION,17.86,17.86,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2028,5 - HYDROGEN EVOLUTION,16.83,16.83,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2033,5 - HYDROGEN EVOLUTION,14.18,14.18,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2029,6 - ACCELERATED DECARBONISATION,14.66,14.66,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2046,6 - ACCELERATED DECARBONISATION,-18.2,-18.2,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2042,6 - ACCELERATED DECARBONISATION,-14.44,-14.44,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2031,6 - ACCELERATED DECARBONISATION,10.72,10.72,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2032,6 - ACCELERATED DECARBONISATION,8.18,8.18,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2036,6 - ACCELERATED DECARBONISATION,-1.76,-1.76,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,400107,2051,6 - ACCELERATED DECARBONISATION,-16.32,-16.32,334782.651973514,429269.54490837,"53.75568734103214, -2.990614375296555"
BSP,303021,2031,1 - BEST VIEW,31.34,31.34,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2046,1 - BEST VIEW,-35.76,-35.76,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2042,1 - BEST VIEW,-19.99,-19.99,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2033,1 - BEST VIEW,27.17,27.17,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2025,1 - BEST VIEW,41.75,41.75,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2032,1 - BEST VIEW,29.2,29.2,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2042,2 - COUNTERFACTUAL,7.89,7.89,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2029,2 - COUNTERFACTUAL,38.78,38.78,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2033,2 - COUNTERFACTUAL,29.67,29.67,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2039,2 - COUNTERFACTUAL,15.0,15.0,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2026,2 - COUNTERFACTUAL,42.97,42.97,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2039,3 - ELECTRIC ENGAGEMENT,-3.82,-3.82,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2028,3 - ELECTRIC ENGAGEMENT,35.24,35.24,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2030,4 - HOLISTIC TRANSITION,31.71,31.71,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2033,4 - HOLISTIC TRANSITION,12.63,12.63,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2029,4 - HOLISTIC TRANSITION,35.4,35.4,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2026,4 - HOLISTIC TRANSITION,42.3,42.3,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2028,4 - HOLISTIC TRANSITION,38.25,38.25,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2032,4 - HOLISTIC TRANSITION,19.1,19.1,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2042,4 - HOLISTIC TRANSITION,-36.52,-36.52,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2036,5 - HYDROGEN EVOLUTION,24.55,24.55,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2046,5 - HYDROGEN EVOLUTION,4.9,4.9,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2032,6 - ACCELERATED DECARBONISATION,13.72,13.72,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2036,6 - ACCELERATED DECARBONISATION,-12.1,-12.1,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2025,6 - ACCELERATED DECARBONISATION,41.56,41.56,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2024,6 - ACCELERATED DECARBONISATION,45.78,45.78,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2046,6 - ACCELERATED DECARBONISATION,-55.58,-55.58,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303021,2029,6 - ACCELERATED DECARBONISATION,31.25,31.25,404131.668703545,396849.00093965,"53.46836388212481, -1.9392285573107018"
BSP,303188,2051,1 - BEST VIEW,-22.03,-4.03,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2036,1 - BEST VIEW,31.47,49.47,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2025,1 - BEST VIEW,49.68,67.68,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2033,1 - BEST VIEW,39.47,57.47,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2032,1 - BEST VIEW,40.52,58.52,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2025,2 - COUNTERFACTUAL,51.29,69.29,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2026,2 - COUNTERFACTUAL,50.69,68.69,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2033,2 - COUNTERFACTUAL,41.87,59.87,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2046,2 - COUNTERFACTUAL,22.49,40.49,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2024,2 - COUNTERFACTUAL,52.2,70.2,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2031,2 - COUNTERFACTUAL,44.91,62.91,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2051,2 - COUNTERFACTUAL,17.94,35.94,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2033,3 - ELECTRIC ENGAGEMENT,41.73,59.73,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2036,3 - ELECTRIC ENGAGEMENT,30.29,48.29,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2051,3 - ELECTRIC ENGAGEMENT,-17.51,0.49,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2031,4 - HOLISTIC TRANSITION,36.23,54.23,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2046,4 - HOLISTIC TRANSITION,-15.85,2.15,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2042,4 - HOLISTIC TRANSITION,-8.91,9.09,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2033,4 - HOLISTIC TRANSITION,27.54,45.54,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2028,4 - HOLISTIC TRANSITION,41.53,59.53,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2032,4 - HOLISTIC TRANSITION,31.91,49.91,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2024,4 - HOLISTIC TRANSITION,52.2,70.2,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2028,5 - HYDROGEN EVOLUTION,46.7,64.7,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2042,5 - HYDROGEN EVOLUTION,28.82,46.82,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2024,5 - HYDROGEN EVOLUTION,52.2,70.2,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2031,6 - ACCELERATED DECARBONISATION,32.2,50.2,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2036,6 - ACCELERATED DECARBONISATION,8.48,26.48,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2024,6 - ACCELERATED DECARBONISATION,52.2,70.2,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2027,6 - ACCELERATED DECARBONISATION,43.91,61.91,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2030,6 - ACCELERATED DECARBONISATION,36.48,54.48,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
BSP,303188,2051,6 - ACCELERATED DECARBONISATION,-22.18,-4.18,393747.849768199,385755.316395259,"53.368624947091796, -2.0954252808464586"
