GROUP,GROUP_NUMBER,YEAR,SCENARIO,FIRM HEADROOM ( MVA ),NON-FIRM HEADROOM ( MVA ),CENTROID_X,CENTROID_Y,geopoint
PRIMARY,100111,2051,2 - COUNTERFACTUAL,3.98,8.7,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2033,2 - COUNTERFACTUAL,8.03,12.67,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2030,2 - COUNTERFACTUAL,8.96,13.6,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2042,2 - COUNTERFACTUAL,5.37,10.01,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2025,2 - COUNTERFACTUAL,9.83,14.46,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2039,2 - COUNTERFACTUAL,6.2,10.84,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2042,3 - ELECTRIC ENGAGEMENT,-2.31,2.32,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2026,3 - ELECTRIC ENGAGEMENT,6.69,11.33,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2039,3 - ELECTRIC ENGAGEMENT,0.07,4.71,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2027,3 - ELECTRIC ENGAGEMENT,6.31,10.95,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2029,3 - ELECTRIC ENGAGEMENT,5.45,10.09,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2028,4 - HOLISTIC TRANSITION,7.2,11.84,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2025,4 - HOLISTIC TRANSITION,8.46,13.1,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2051,4 - HOLISTIC TRANSITION,-4.94,-0.56,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2027,4 - HOLISTIC TRANSITION,7.75,12.38,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2024,4 - HOLISTIC TRANSITION,10.3,14.94,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2029,4 - HOLISTIC TRANSITION,6.9,11.54,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2031,5 - HYDROGEN EVOLUTION,7.65,12.29,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2032,5 - HYDROGEN EVOLUTION,7.26,11.89,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2042,5 - HYDROGEN EVOLUTION,4.39,9.03,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2026,5 - HYDROGEN EVOLUTION,9.31,13.95,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2033,5 - HYDROGEN EVOLUTION,7.01,11.64,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2024,5 - HYDROGEN EVOLUTION,10.3,14.94,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2039,5 - HYDROGEN EVOLUTION,5.08,9.72,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2036,5 - HYDROGEN EVOLUTION,6.1,10.74,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2036,6 - ACCELERATED DECARBONISATION,-1.97,2.67,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2039,6 - ACCELERATED DECARBONISATION,-4.92,-0.28,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2046,6 - ACCELERATED DECARBONISATION,-9.17,-4.53,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,100111,2032,6 - ACCELERATED DECARBONISATION,2.1,6.74,390204.557315757,395729.422052632,"53.458222694873214, -2.1489897350350398"
PRIMARY,609001,2029,1 - BEST VIEW,9.55,9.55,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2039,1 - BEST VIEW,3.68,3.68,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2027,1 - BEST VIEW,9.98,9.98,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2025,1 - BEST VIEW,10.32,10.32,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2032,2 - COUNTERFACTUAL,8.81,8.81,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2029,2 - COUNTERFACTUAL,9.57,9.57,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2031,2 - COUNTERFACTUAL,9.06,9.06,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2025,2 - COUNTERFACTUAL,10.3,10.3,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2026,2 - COUNTERFACTUAL,10.12,10.12,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2033,2 - COUNTERFACTUAL,8.57,8.57,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2033,3 - ELECTRIC ENGAGEMENT,9.55,9.55,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2042,3 - ELECTRIC ENGAGEMENT,1.96,1.96,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2027,3 - ELECTRIC ENGAGEMENT,10.08,10.08,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2029,3 - ELECTRIC ENGAGEMENT,9.76,9.76,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2026,3 - ELECTRIC ENGAGEMENT,10.19,10.19,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2028,3 - ELECTRIC ENGAGEMENT,9.91,9.91,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2026,4 - HOLISTIC TRANSITION,10.41,10.41,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2028,4 - HOLISTIC TRANSITION,10.14,10.14,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2029,4 - HOLISTIC TRANSITION,9.96,9.96,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2029,5 - HYDROGEN EVOLUTION,10.0,10.0,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2031,5 - HYDROGEN EVOLUTION,9.85,9.85,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2033,5 - HYDROGEN EVOLUTION,9.52,9.52,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2032,5 - HYDROGEN EVOLUTION,9.68,9.68,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2026,6 - ACCELERATED DECARBONISATION,10.26,10.26,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2031,6 - ACCELERATED DECARBONISATION,7.86,7.86,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2036,6 - ACCELERATED DECARBONISATION,1.79,1.79,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,609001,2042,6 - ACCELERATED DECARBONISATION,-4.39,-4.39,323326.919753734,470786.015441623,"54.12718686746932, -3.1747618709635708"
PRIMARY,301326,2030,1 - BEST VIEW,0.48,0.48,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2024,1 - BEST VIEW,1.31,1.31,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2039,1 - BEST VIEW,-1.57,-1.57,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2036,1 - BEST VIEW,-0.44,-0.44,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2051,1 - BEST VIEW,-4.66,-4.71,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2046,1 - BEST VIEW,-3.68,-3.68,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2027,1 - BEST VIEW,0.87,0.87,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2031,1 - BEST VIEW,0.39,0.39,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2033,1 - BEST VIEW,0.2,0.2,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2026,1 - BEST VIEW,0.99,0.99,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2026,2 - COUNTERFACTUAL,1.18,1.18,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2025,2 - COUNTERFACTUAL,1.25,1.25,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2033,2 - COUNTERFACTUAL,0.42,0.42,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2029,2 - COUNTERFACTUAL,0.91,0.91,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2024,2 - COUNTERFACTUAL,1.31,1.31,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2036,3 - ELECTRIC ENGAGEMENT,-0.41,-0.41,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2039,3 - ELECTRIC ENGAGEMENT,-1.49,-1.49,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2028,3 - ELECTRIC ENGAGEMENT,0.73,0.73,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2042,4 - HOLISTIC TRANSITION,-3.57,-3.57,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2031,4 - HOLISTIC TRANSITION,0.25,0.25,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2025,4 - HOLISTIC TRANSITION,1.27,1.27,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2029,4 - HOLISTIC TRANSITION,0.8,0.8,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2033,4 - HOLISTIC TRANSITION,-0.55,-0.55,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2046,5 - HYDROGEN EVOLUTION,-0.72,-0.72,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2028,5 - HYDROGEN EVOLUTION,0.93,0.93,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2033,5 - HYDROGEN EVOLUTION,0.5,0.5,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2026,5 - HYDROGEN EVOLUTION,1.14,1.14,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2033,6 - ACCELERATED DECARBONISATION,-0.87,-0.87,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2046,6 - ACCELERATED DECARBONISATION,-4.79,-4.79,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2042,6 - ACCELERATED DECARBONISATION,-4.08,-4.08,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,301326,2036,6 - ACCELERATED DECARBONISATION,-2.03,-2.03,395551.009997181,389177.381373461,"53.399403079751096, -2.0683756022764728"
PRIMARY,400412,2036,1 - BEST VIEW,-0.88,2.62,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2051,1 - BEST VIEW,-4.84,-1.47,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2028,1 - BEST VIEW,3.71,7.21,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2046,1 - BEST VIEW,-4.3,-0.8,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2024,2 - COUNTERFACTUAL,6.79,10.29,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2032,2 - COUNTERFACTUAL,4.78,8.28,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2033,3 - ELECTRIC ENGAGEMENT,0.3,3.8,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2042,3 - ELECTRIC ENGAGEMENT,-3.66,-0.16,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2028,3 - ELECTRIC ENGAGEMENT,3.32,6.82,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2025,3 - ELECTRIC ENGAGEMENT,5.52,9.02,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2031,3 - ELECTRIC ENGAGEMENT,1.4,4.9,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2032,3 - ELECTRIC ENGAGEMENT,0.85,4.35,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2024,4 - HOLISTIC TRANSITION,6.79,10.29,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2039,4 - HOLISTIC TRANSITION,-3.39,0.11,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2027,4 - HOLISTIC TRANSITION,4.53,8.03,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2046,4 - HOLISTIC TRANSITION,-3.98,-0.48,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2026,5 - HYDROGEN EVOLUTION,5.36,8.86,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2027,5 - HYDROGEN EVOLUTION,4.79,8.29,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2036,5 - HYDROGEN EVOLUTION,0.08,3.58,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2051,5 - HYDROGEN EVOLUTION,-1.37,2.12,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2051,6 - ACCELERATED DECARBONISATION,-4.64,-1.25,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2039,6 - ACCELERATED DECARBONISATION,-4.32,-0.82,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2036,6 - ACCELERATED DECARBONISATION,-3.14,0.36,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2030,6 - ACCELERATED DECARBONISATION,1.79,5.29,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2027,6 - ACCELERATED DECARBONISATION,3.94,7.44,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,400412,2042,6 - ACCELERATED DECARBONISATION,-4.99,-1.49,355635.928398005,429429.519986258,"53.75932209338913, -2.674390869206627"
PRIMARY,301469,2046,1 - BEST VIEW,6.79,11.43,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2051,1 - BEST VIEW,6.38,10.97,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2030,1 - BEST VIEW,12.41,17.05,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2029,1 - BEST VIEW,12.52,17.16,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2027,1 - BEST VIEW,12.7,17.34,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2036,1 - BEST VIEW,10.4,15.03,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2028,1 - BEST VIEW,12.62,17.26,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2039,1 - BEST VIEW,8.76,13.39,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2046,2 - COUNTERFACTUAL,7.99,12.62,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2032,2 - COUNTERFACTUAL,12.41,17.05,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2030,2 - COUNTERFACTUAL,12.79,17.43,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2042,2 - COUNTERFACTUAL,9.27,13.9,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2029,2 - COUNTERFACTUAL,12.85,17.49,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2026,2 - COUNTERFACTUAL,13.02,17.66,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2046,3 - ELECTRIC ENGAGEMENT,6.54,11.18,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2025,3 - ELECTRIC ENGAGEMENT,12.96,17.6,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2028,3 - ELECTRIC ENGAGEMENT,12.58,17.22,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2027,3 - ELECTRIC ENGAGEMENT,12.66,17.3,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2039,3 - ELECTRIC ENGAGEMENT,8.69,13.33,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2032,3 - ELECTRIC ENGAGEMENT,12.1,16.74,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2025,4 - HOLISTIC TRANSITION,13.07,17.7,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2046,5 - HYDROGEN EVOLUTION,8.06,12.69,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2033,5 - HYDROGEN EVOLUTION,12.16,16.8,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2028,5 - HYDROGEN EVOLUTION,12.85,17.49,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2039,5 - HYDROGEN EVOLUTION,9.89,14.52,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2029,5 - HYDROGEN EVOLUTION,12.78,17.42,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2025,5 - HYDROGEN EVOLUTION,13.12,17.75,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2036,6 - ACCELERATED DECARBONISATION,9.85,14.49,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2033,6 - ACCELERATED DECARBONISATION,11.19,15.83,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2042,6 - ACCELERATED DECARBONISATION,7.16,11.79,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2026,6 - ACCELERATED DECARBONISATION,12.76,17.4,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2051,6 - ACCELERATED DECARBONISATION,6.86,11.42,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2031,6 - ACCELERATED DECARBONISATION,12.0,16.63,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2028,6 - ACCELERATED DECARBONISATION,12.47,17.11,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,301469,2024,6 - ACCELERATED DECARBONISATION,13.22,17.86,410071.097447023,376298.212966166,"53.28356304062401, -1.8504053415926642"
PRIMARY,400002,2036,1 - BEST VIEW,2.63,9.63,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2051,1 - BEST VIEW,-2.22,4.67,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2025,1 - BEST VIEW,5.17,12.17,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2042,1 - BEST VIEW,0.12,7.12,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2030,2 - COUNTERFACTUAL,5.18,12.18,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2029,2 - COUNTERFACTUAL,5.25,12.25,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2042,2 - COUNTERFACTUAL,3.11,10.11,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2046,2 - COUNTERFACTUAL,2.61,9.61,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2046,3 - ELECTRIC ENGAGEMENT,-0.38,6.62,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2029,3 - ELECTRIC ENGAGEMENT,4.16,11.16,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2030,3 - ELECTRIC ENGAGEMENT,4.04,11.04,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2033,3 - ELECTRIC ENGAGEMENT,3.59,10.59,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2039,3 - ELECTRIC ENGAGEMENT,1.79,8.79,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2027,4 - HOLISTIC TRANSITION,4.83,11.83,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2024,5 - HYDROGEN EVOLUTION,5.77,12.77,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2033,5 - HYDROGEN EVOLUTION,4.13,11.13,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2046,5 - HYDROGEN EVOLUTION,2.4,9.4,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2027,5 - HYDROGEN EVOLUTION,4.89,11.89,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2039,5 - HYDROGEN EVOLUTION,2.94,9.94,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2026,5 - HYDROGEN EVOLUTION,5.1,12.1,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2051,5 - HYDROGEN EVOLUTION,2.53,9.48,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2029,5 - HYDROGEN EVOLUTION,4.78,11.78,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2025,6 - ACCELERATED DECARBONISATION,5.08,12.08,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2046,6 - ACCELERATED DECARBONISATION,-2.02,4.98,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2026,6 - ACCELERATED DECARBONISATION,4.64,11.64,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,400002,2051,6 - ACCELERATED DECARBONISATION,-1.3,5.54,369321.383800816,426282.032053189,"53.732021762446514, -2.4665064371290155"
PRIMARY,609906_11KV,2027,1 - BEST VIEW,18.02,27.02,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2046,1 - BEST VIEW,5.35,14.35,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2025,1 - BEST VIEW,19.48,28.48,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2031,2 - COUNTERFACTUAL,18.23,27.23,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2032,2 - COUNTERFACTUAL,18.02,27.02,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2027,2 - COUNTERFACTUAL,19.15,28.15,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2030,2 - COUNTERFACTUAL,18.53,27.53,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2028,2 - COUNTERFACTUAL,18.96,27.96,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2029,2 - COUNTERFACTUAL,18.77,27.77,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2026,3 - ELECTRIC ENGAGEMENT,18.77,27.77,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2028,3 - ELECTRIC ENGAGEMENT,17.29,26.29,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2031,3 - ELECTRIC ENGAGEMENT,13.44,22.44,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2029,3 - ELECTRIC ENGAGEMENT,16.51,25.51,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2032,3 - ELECTRIC ENGAGEMENT,13.39,22.39,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2033,3 - ELECTRIC ENGAGEMENT,13.34,22.34,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2036,4 - HOLISTIC TRANSITION,8.13,17.13,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2024,4 - HOLISTIC TRANSITION,19.61,28.61,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
PRIMARY,609906_11KV,2031,4 - HOLISTIC TRANSITION,11.35,20.35,348239.354954651,461456.512896254,"54.04646303650641, -2.7919980672757125"
