Substation/Group,Voltage,Scenario,DFES Year,Financial Year,Headroom (MW),Headroom Type,Grid_Group,Primary_Group
GWERSYLLT T1,11.0,HT,2037.0,2037/38,0.0,Generation (Synchronous),BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,GWERSYLLT T1
GWERSYLLT T1,11.0,HT,2040.0,2040/41,0.0,Generation (Synchronous),BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,GWERSYLLT T1
GWERSYLLT T1,11.0,HT,2043.0,2043/44,0.0,Generation (Synchronous),BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,GWERSYLLT T1
GWERSYLLT T1,11.0,HT,2045.0,2045/46,0.0,Generation (Synchronous),BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,GWERSYLLT T1
GWERSYLLT T1,11.0,HT,2047.0,2047/48,0.0,Generation (Synchronous),BRYMBO GT1 / LEGACY LOCAL GT1 / MARCHWIEL GT1 / MARCHWIEL GT2 / WREXHAM GT1,GWERSYLLT T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,EE,2035.0,2035/36,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,EE,2036.0,2036/37,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,EE,2037.0,2037/38,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,EE,2047.0,2047/48,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HE,2035.0,2035/36,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HE,2037.0,2037/38,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HE,2038.0,2038/39,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2025.0,2025/26,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2027.0,2027/28,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2029.0,2029/30,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2032.0,2032/33,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2034.0,2034/35,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2039.0,2039/40,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2042.0,2042/43,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2044.0,2044/45,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2046.0,2046/47,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,11.0,HT,2048.0,2048/49,0.0,Generation (Synchronous),DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1
HARLECH T1,11.0,EE,2038.0,2038/39,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,EE,2042.0,2042/43,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,EE,2043.0,2043/44,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2035.0,2035/36,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2036.0,2036/37,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2037.0,2037/38,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2041.0,2041/42,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2042.0,2042/43,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2044.0,2044/45,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2045.0,2045/46,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HE,2048.0,2048/49,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2026.0,2026/27,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2027.0,2027/28,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2028.0,2028/29,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2029.0,2029/30,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2030.0,2030/31,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2036.0,2036/37,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2037.0,2037/38,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2043.0,2043/44,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2044.0,2044/45,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2045.0,2045/46,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARLECH T1,11.0,HT,2049.0,2049/50,0.0,Generation (Synchronous),FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,HARLECH T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,EE,2035.0,2035/36,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,EE,2037.0,2037/38,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,EE,2044.0,2044/45,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2035.0,2035/36,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2036.0,2036/37,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2038.0,2038/39,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2042.0,2042/43,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2043.0,2043/44,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2044.0,2044/45,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2046.0,2046/47,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HE,2047.0,2047/48,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HT,2025.0,2025/26,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HT,2028.0,2028/29,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HT,2030.0,2030/31,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HT,2032.0,2032/33,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HT,2043.0,2043/44,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HT,2045.0,2045/46,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T1 / PARADISE ST T1,11.0,HT,2049.0,2049/50,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T1 / PARADISE ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,EE,2036.0,2036/37,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,EE,2044.0,2044/45,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HE,2038.0,2038/39,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HE,2040.0,2040/41,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HE,2042.0,2042/43,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HE,2048.0,2048/49,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2024.0,2024/25,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2029.0,2029/30,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2030.0,2030/31,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2034.0,2034/35,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2035.0,2035/36,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2038.0,2038/39,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2039.0,2039/40,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2041.0,2041/42,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2046.0,2046/47,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T2 / HIGHFIELD ST T1,11.0,HT,2049.0,2049/50,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T2 / HIGHFIELD ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,EE,2036.0,2036/37,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,EE,2038.0,2038/39,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,EE,2040.0,2040/41,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,EE,2042.0,2042/43,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HE,2043.0,2043/44,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HE,2044.0,2044/45,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HE,2046.0,2046/47,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HT,2028.0,2028/29,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HT,2030.0,2030/31,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HT,2032.0,2032/33,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HT,2033.0,2033/34,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HT,2034.0,2034/35,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HT,2044.0,2044/45,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARRINGTON ST T3 / LIME ST T1,11.0,HT,2047.0,2047/48,0.0,Generation (Synchronous),BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,HARRINGTON ST T3 / LIME ST T1
HARTFORD T1,11.0,EE,2035.0,2035/36,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2037.0,2037/38,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2038.0,2038/39,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2039.0,2039/40,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2040.0,2040/41,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2041.0,2041/42,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2042.0,2042/43,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2043.0,2043/44,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,EE,2047.0,2047/48,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HE,2035.0,2035/36,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HE,2038.0,2038/39,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HE,2039.0,2039/40,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HE,2042.0,2042/43,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HE,2043.0,2043/44,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HE,2044.0,2044/45,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HE,2045.0,2045/46,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2027.0,2027/28,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2028.0,2028/29,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2029.0,2029/30,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2031.0,2031/32,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2032.0,2032/33,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2036.0,2036/37,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2040.0,2040/41,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2041.0,2041/42,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2042.0,2042/43,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2043.0,2043/44,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2047.0,2047/48,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HARTFORD T1,11.0,HT,2049.0,2049/50,0.0,Generation (Synchronous),HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,HARTFORD T1
HASKAYNE T1,11.0,EE,2037.0,2037/38,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
HASKAYNE T1,11.0,EE,2046.0,2046/47,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
HASKAYNE T1,11.0,EE,2047.0,2047/48,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
HASKAYNE T1,11.0,EE,2048.0,2048/49,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
HASKAYNE T1,11.0,HE,2041.0,2041/42,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
HASKAYNE T1,11.0,HT,2029.0,2029/30,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
HASKAYNE T1,11.0,HT,2032.0,2032/33,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
HASKAYNE T1,11.0,HT,2035.0,2035/36,0.0,Generation (Synchronous),AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1A,HASKAYNE T1
