AssetID,GSP Grouping / Default Order,Map / License Area,Substation,Upstream GSP,Upstream BSP,Substation Type,Voltage (kV),Location Latitude,Location Longitude,Grid Reference,Substation Comment,LTDS CIM Nodes,Transformer Nameplate Ratings,Single Transformer Site,Maximum Observed Gross Demand (MVA),Minimum Observed Gross Demand (MVA),Contracted Demand Excl BESS (MVA),Contracted BESS Demand (MVA),Estimated Demand Headroom (MVA),Substation Demand RAG Status,Demand Constraint,TIA Threshold,Connected Generation (MW),Contracted Generation (MW),Technical Limits Agreed at GSP,Estimated Generation Headroom (MW),3-Phase Break Fault Rating (kA),3-Phase Break Fault Level (kA),Substation Generation RAG Status,Generation Constraint,Upstream Reinforcement Works,Upstream Reinforcement Completion Date,Substation Reinforcement Works,Substation Reinforcement Completion Date
E - LOVE - 07,E - LOVE - 07,England / SEPD,Hunston BSP,Lovedean GSP,N/A,BSP,133 / 33,50.816634,-0.76694146,SU 86961 02623,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,"11031, 17551, 17561",2 x 45 / 90MVA,No,71.58,16.05,36.92,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,39.00,42.76,Yes,0.00,25.00,14.59,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
E - LOVE - 08,E - LOVE - 08,England / SEPD,Portsmouth BSP,Lovedean GSP,N/A,BSP,132 / 33,50.793272,-1.1017811,SZ 63405 99685,,"21370, 21489, 21494",1 x 45 / 90MVA + 1 x 65 / 90MVA,No,95.26,34.30,14.16,0.00,0.00,Red,Upstream Thermal Capacity,5MW,16.15,4.94,Yes,0.00,25.00,15.79,Red,Upstream Thermal Capacity,Add a 3rd 132kV circuit between Lovedean GSP and Portsmouth BSP,Apr-30,Add a 3rd 120MVA transformer,Apr-30
E - LOVE - 09,E - LOVE - 09,England / SEPD,Wymering BSP,Lovedean GSP,N/A,BSP,132 / 33,50.845077,-1.0790285,SU 64937 05465,,"21393, 21394, 21454, 21468, 26106, 26152",2 x 45 / 90MVA + 1 x 65 / 90MVA,No,102.41,27.75,79.29,3.89,0.00,Red,Upstream Thermal Capacity,5MW,20.35,5.54,Yes,0.00,25.00,17.87,Red,Upstream Thermal Capacity,Remove Wymering BSP from the Fort Widley 132kV switching station via the installation of 3 new 132kV circuits between Lovedean GSP and Wymering BSP,Jun-32,,
E - LOVE - 10,E - LOVE - 10,England / SEPD,Argyle Road Primary,Lovedean GSP,Chichester BSP,Primary,33 / 11,50.784462,-0.67938668,SZ 93193 99152,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,10848,2 x 15 / 30MVA,No,16.02,2.31,0.85,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,13.29,Red,Upstream Thermal Capacity & Substation Fault Level,Replace sections of existing dual rutter 33kV overhead lines with 33kV cables between Chichester BSP and Argyle Road Primary,Mar-26,,
E - LOVE - 11,E - LOVE - 11,England / SEPD,Ashling Road Primary,Lovedean GSP,Hunston BSP,Primary,33 / 11,50.854047,-0.80681949,SU 84085 06737,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,11048,1 x 20MVA + 1 x 15 / 30MVA,No,24.75,4.24,11.31,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,2.55,0.01,Yes,0.00,13.10,12.78,Red,Upstream Thermal Capacity & Substation Fault Level,Install a new 33kV circuit between Hunston BSP and Ashling Road Primary,Sep-31,Replace both transformers with 20 /430MVA units,Sep-31
E - LOVE - 12,E - LOVE - 12,England / SEPD,Billingshurst Primary,Lovedean GSP,Chichester BSP,Primary,33 / 11,51.026012,-0.45704322,TQ 08305 26315,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,16481,1 x 12 / 24MVA,Yes,6.84,0.99,1.79,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.09,0.00,Yes,0.00,20.00,3.35,Red,Upstream Thermal Capacity,,,,
E - LOVE - 13,E - LOVE - 13,England / SEPD,Bilsham Primary,Lovedean GSP,Chichester BSP,Primary,33 / 11,50.805731,-0.61956242,SU 97366 01594,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,11548,2 x 15 / 30MVA,No,24.71,3.56,18.12,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,24.20,4.04,Yes,0.00,25.00,9.82,Red,Upstream Thermal Capacity,Replace sections of existing dual rutter 33kV overhead lines with 33kV cables between Chichester BSP and Bilsham Primary,Sep-26,Add a 3rd 15 / 30MVA transformer,Aug-29
E - LOVE - 14,E - LOVE - 14,England / SEPD,Birdham Primary,Lovedean GSP,Hunston BSP,Primary,33 / 11,50.788584,-0.83856291,SZ 81965 99422,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,11648,2 x 10MVA,No,11.08,1.98,4.59,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.29,0.00,Yes,0.00,13.10,8.05,Red,Upstream Thermal Capacity,Replace sections of existing dual rutter 33kV overhead lines with 33kV cables between Hunston BSP and Birdham Primary,Dec-28,Replace both transformers with 15 / 30MVA units,Jun-30
E - LOVE - 15,E - LOVE - 15,England / SEPD,Chichester Primary,Lovedean GSP,Chichester BSP,Primary,33 / 11,50.858952,-0.69142141,SU 92198 07420,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,13253,2 x 11.5 / 23MVA,No,21.23,3.06,14.37,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,14.40,0.02,Yes,0.00,25.00,12.91,Red,Upstream Thermal Capacity,,,Replace both transformers with 20 / 40MVA units,Oct-28
E - LOVE - 16,E - LOVE - 16,England / SEPD,Hunston Primary,Lovedean GSP,Hunston BSP,Primary,33 / 11,50.816718,-0.76711474,SU 86949 02632,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,17537,2 x 15 / 30MVA,No,13.60,3.27,12.71,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.94,0.20,Yes,0.00,25.00,9.61,Red,Upstream Thermal Capacity,,,,
E - LOVE - 17,E - LOVE - 17,England / SEPD,Market Primary,Lovedean GSP,Chichester BSP,Primary,33 / 11,50.835668,-0.7732902,SU 86479 04732,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,19447,2 x 20 / 28MVA,No,13.68,2.81,4.77,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,14.07,Red,Upstream Thermal Capacity & Substation Fault Level,,,,
E - LOVE - 18,E - LOVE - 18,England / SEPD,Rose Green Primary,Lovedean GSP,Hunston BSP,Primary,33 / 11,50.786615,-0.72499246,SZ 89974 99335,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,22347,2 x 20MVA,No,14.46,2.57,7.87,0.00,0.00,Red,Upstream Thermal Capacity,5MW,5.77,1.00,Yes,0.00,13.10,11.56,Red,Upstream Thermal Capacity,,,,
E - LOVE - 19,E - LOVE - 19,England / SEPD,Selsey Primary,Lovedean GSP,Hunston BSP,Primary,33 / 11,50.741901,-0.78724992,SZ 85667 94289,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,22948,2 x 15MVA,No,8.26,2.13,0.43,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,9.75,Yes,0.00,20.00,8.51,Red,Upstream Thermal Capacity,Replace sections of existing dual rutter 33kV overhead lines with 33kV cables between Hunston BSP and Selsey Primary,Dec-28,,
E - LOVE - 20,E - LOVE - 20,England / SEPD,South Bersted Primary,Lovedean GSP,Chichester BSP,Primary,33 / 11,50.79829,-0.66719087,SU 94025 00705,Chichester and Hunston BSP's are run in parallel so the estimated headroom includes both BSP's. Note that due to this network arrangement detailed studies are required regardless of any estimated headroom shown,22748,2 x 20MVA,No,15.24,3.46,13.49,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.19,0.00,Yes,0.00,16.00,12.24,Red,Upstream Thermal Capacity,"Replace sections of existing dual rutter 33kV overhead lines with 33kV cables between Chichester BSP and South Berstead Primary (Mar-26)

Establish a new Primary substation Chalcraft Lane including 2 x 20 / 40MVA transformers",May-30,Replace both transformers with 15 / 30MVA units,Jan-27
E - LOVE - 21,E - LOVE - 21,England / SEPD,Brockhurst Primary,Lovedean GSP,Fareham (Main) BSP,Primary,33 / 11,50.815062,-1.158483,SU 59381 02061,,87766,2 x 30MVA,No,17.79,5.19,4.11,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.14,0.10,Yes,0.00,13.10,10.26,Red,Upstream Thermal Capacity,Install a 3rd 33kV circuit between Fareham (Main) BSP and Brockhurst Primary,Jul-31,Add a 3rd 15 / 30MVA transformer,Jul-31
E - LOVE - 22,E - LOVE - 22,England / SEPD,Hoeford Primary,Lovedean GSP,Fareham (Main) BSP,Primary,33 / 11,50.836544,-1.1797679,SU 57855 04433,,87731,1 x 15MVA + 1 x 12 / 24MVA,No,13.17,3.34,8.02,1.05,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.71,1.00,Yes,0.00,13.10,12.30,Red,Upstream Thermal Capacity & Substation Fault Level,Reinforce the 33kV circuit between Hoeford Primary and North Fareham Primary,Jun-27,Add a 3rd 15 / 30MVA transformer,Apr-31
E - LOVE - 23,E - LOVE - 23,England / SEPD,North Fareham Primary,Lovedean GSP,Fareham (Main) BSP,Primary,33 / 11,50.863632,-1.1995839,SU 56427 07430,,"87696, 87694",2 x 10 / 14MVA,No,11.09,1.89,14.81,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,8.32,Red,Upstream Thermal Capacity,"Reinforce the 33kV circuit between Hoeford Primary and North Fareham Primary (Jun-27)

Transfer North Fareham Primary to Botley Wood BSP via 2 new 33kV circuits and a new 33kV switchboard installed at North Fareham",Dec-28,,
E - LOVE - 24,E - LOVE - 24,England / SEPD,Plessey Titchfield Primary,Lovedean GSP,Fareham (Main) BSP,Primary,33 / 11,50.859352,-1.2428073,SU 53390 06922,,"87751, 87755",2 x 15 / 30MVA,No,16.53,6.18,5.52,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,12.50,9.03,Red,Upstream Thermal Capacity,,,,
E - LOVE - 25,E - LOVE - 25,England / SEPD,Titchfield Primary,Lovedean GSP,Fareham (Main) BSP,Primary,33 / 11,50.848253,-1.2328447,SU 54104 05695,,87769,2 x 7.5 / 15MVA,No,8.11,1.32,1.41,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.31,0.99,Yes,0.00,12.50,11.81,Red,Upstream Thermal Capacity & Substation Fault Level,,,Replace both transformers with 15 / 30MVA units,Jul-31
E - LOVE - 26,E - LOVE - 26,England / SEPD,West End Primary,Lovedean GSP,Fareham (Main) BSP,Primary,33 / 11,50.852019,-1.1885742,SU 57216 06147,,87724,2 x 15 / 30MVA,No,13.56,4.00,7.40,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,14.53,Red,Upstream Thermal Capacity & Substation Fault Level,,,,
E - LOVE - 27,E - LOVE - 27,England / SEPD,Lee-On-Solent Primary,Lovedean GSP,Fareham (Reserve) BSP,Primary,33 / 11,50.799417,-1.1945652,SU 56858 00293,,87759,2 x 12 / 24MVA,No,10.33,2.26,13.83,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,8.12,Red,Upstream Thermal Capacity,,,,
E - LOVE - 28,E - LOVE - 28,England / SEPD,Rowner Park Primary,Lovedean GSP,Fareham (Reserve) BSP,Primary,33 / 11,50.803699,-1.1780298,SU 58018 00782,,87742,1 x 15 / 21MVA + 1 x 15 / 30MVA,No,7.60,1.91,0.30,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,10.70,Red,Upstream Thermal Capacity,,,,
E - LOVE - 29,E - LOVE - 29,England / SEPD,Zetland Road Primary,Lovedean GSP,Fareham (Reserve) BSP,Primary,33 / 11,50.796791,-1.141628,SU 60592 00043,,87773,2 x 20MVA,No,15.57,3.21,4.37,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,10.65,Red,Upstream Thermal Capacity,,,,
E - LOVE - 30,E - LOVE - 30,England / SEPD,Purbrook Primary,Lovedean GSP,Fort Widley BSP,Primary,33 / 11,50.865998,-1.048631,SU 67047 07819,,88015,2 x 7.5 / 15MVA,No,6.29,0.91,2.15,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,11.49,Red,Upstream Thermal Capacity,,,,
E - LOVE - 31,E - LOVE - 31,England / SEPD,Waterlooville Primary,Lovedean GSP,Fort Widley BSP,Primary,33 / 11,50.879042,-1.0349898,SU 67988 09282,,87990,1 x 20 / 28MVA + 2 x 15 / 30MVA,No,20.55,3.67,14.33,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.26,0.00,Yes,0.00,13.10,11.96,Red,Upstream Thermal Capacity & Substation Fault Level,"Replace sections of existing dual rutter 33kV overhead lines with 33kV cables between Havant BSP, Horndean Primary and Waterlooville Primary (Apr-26)

Install 2 new 33kV circuits between Fort Widley BSP and Horndean Primary, removing Horndean Primary from the Fort Widley BSP - Havant BSP  33kV circuit",Nov-28,,
E - LOVE - 32,E - LOVE - 32,England / SEPD,Brockhampton Primary,Lovedean GSP,Havant BSP,Primary,33 / 11,50.847642,-0.99472808,SU 70868 05828,,87819,2 x 15 / 30MVA,No,12.27,3.73,5.21,0.00,0.00,Red,Upstream Thermal Capacity,5MW,3.14,0.20,Yes,0.00,13.10,14.00,Red,Upstream Thermal Capacity & Substation Fault Level,,,Replace both transformers with 15 / 30MVA units,May-27
