GROUP,GROUP_NUMBER,YEAR,SCENARIO,PRY GEN HEADROOM - INVERTER BASED ( MW ),PRY GEN HEADROOM - SYNCHRONOUS LV ( MW ),PRY GEN HEADROOM - SYNCHRONOUS HV ( MW ),PRY BATTERY HEADROOM ( MW),BSP GEN HEADROOM - INVERTER BASED ( MW ),BSP GEN HEADROOM - SYNCHRONOUS ( MW ),BSP BATTERY HEADROOM ( MW ),CENTROID_X,CENTROID_Y,geopoint
PRIMARY,302196,2030,5 - HYDROGEN EVOLUTION,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2031,5 - HYDROGEN EVOLUTION,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2032,1 - BEST VIEW,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2032,4 - HOLISTIC TRANSITION,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2036,1 - BEST VIEW,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2036,2 - COUNTERFACTUAL,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2039,1 - BEST VIEW,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2039,2 - COUNTERFACTUAL,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2042,1 - BEST VIEW,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2042,2 - COUNTERFACTUAL,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2046,4 - HOLISTIC TRANSITION,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2046,5 - HYDROGEN EVOLUTION,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2051,3 - ELECTRIC ENGAGEMENT,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2051,4 - HOLISTIC TRANSITION,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,302196,2051,6 - ACCELERATED DECARBONISATION,2.68,0.44,0.32,2.68,,,,390396.951844568,377027.732736744,"53.29012489529735, -2.1455171004670968"
PRIMARY,400414,2024,1 - BEST VIEW,27.83,13.79,10.06,16.0,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2024,2 - COUNTERFACTUAL,27.81,13.79,10.06,16.0,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2024,5 - HYDROGEN EVOLUTION,27.83,13.79,10.06,16.0,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2025,2 - COUNTERFACTUAL,27.87,13.79,10.06,15.68,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2025,3 - ELECTRIC ENGAGEMENT,27.91,13.76,10.04,15.25,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2025,5 - HYDROGEN EVOLUTION,27.89,13.79,10.06,15.41,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2025,6 - ACCELERATED DECARBONISATION,27.88,13.76,10.04,15.25,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2026,3 - ELECTRIC ENGAGEMENT,28.02,13.79,10.06,14.86,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2026,5 - HYDROGEN EVOLUTION,27.99,13.84,10.1,15.05,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2026,6 - ACCELERATED DECARBONISATION,28.06,13.81,10.07,14.77,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2027,3 - ELECTRIC ENGAGEMENT,28.2,13.65,9.96,14.55,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2027,6 - ACCELERATED DECARBONISATION,28.15,13.6,9.92,14.52,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2028,1 - BEST VIEW,28.21,13.51,9.86,14.36,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2028,2 - COUNTERFACTUAL,28.05,13.73,10.01,15.18,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2028,4 - HOLISTIC TRANSITION,28.19,13.33,9.73,14.61,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2030,1 - BEST VIEW,28.49,13.06,9.53,13.71,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2030,5 - HYDROGEN EVOLUTION,28.38,13.13,9.58,13.96,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2031,1 - BEST VIEW,28.58,12.94,9.44,13.43,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2031,6 - ACCELERATED DECARBONISATION,29.87,12.41,9.05,11.84,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2032,3 - ELECTRIC ENGAGEMENT,28.66,12.77,9.31,13.25,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2033,3 - ELECTRIC ENGAGEMENT,28.72,12.69,9.26,13.04,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2036,3 - ELECTRIC ENGAGEMENT,30.15,12.23,8.92,11.21,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2039,2 - COUNTERFACTUAL,29.17,13.06,9.53,12.46,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2039,6 - ACCELERATED DECARBONISATION,30.36,11.75,8.57,9.39,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2042,6 - ACCELERATED DECARBONISATION,30.48,11.6,8.46,8.83,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2046,4 - HOLISTIC TRANSITION,30.44,11.93,8.7,9.32,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2051,3 - ELECTRIC ENGAGEMENT,30.57,11.84,8.63,9.04,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2051,4 - HOLISTIC TRANSITION,30.35,11.89,8.67,9.62,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,400414,2051,6 - ACCELERATED DECARBONISATION,30.43,11.71,8.54,8.76,,,,340164.810971428,428494.963971547,"53.74937316977327, -2.9088460394207902"
PRIMARY,100502_T11_T12,2024,3 - ELECTRIC ENGAGEMENT,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2024,5 - HYDROGEN EVOLUTION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2024,6 - ACCELERATED DECARBONISATION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2025,2 - COUNTERFACTUAL,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2025,5 - HYDROGEN EVOLUTION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2026,2 - COUNTERFACTUAL,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2026,4 - HOLISTIC TRANSITION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2026,5 - HYDROGEN EVOLUTION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2027,4 - HOLISTIC TRANSITION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2028,1 - BEST VIEW,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2029,1 - BEST VIEW,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2029,3 - ELECTRIC ENGAGEMENT,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2030,1 - BEST VIEW,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2030,3 - ELECTRIC ENGAGEMENT,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2030,5 - HYDROGEN EVOLUTION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2030,6 - ACCELERATED DECARBONISATION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2031,1 - BEST VIEW,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2031,2 - COUNTERFACTUAL,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2031,5 - HYDROGEN EVOLUTION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2032,1 - BEST VIEW,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2032,6 - ACCELERATED DECARBONISATION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2033,1 - BEST VIEW,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2036,1 - BEST VIEW,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2036,4 - HOLISTIC TRANSITION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2039,4 - HOLISTIC TRANSITION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2039,6 - ACCELERATED DECARBONISATION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2042,3 - ELECTRIC ENGAGEMENT,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2042,4 - HOLISTIC TRANSITION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2046,4 - HOLISTIC TRANSITION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2046,6 - ACCELERATED DECARBONISATION,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2051,2 - COUNTERFACTUAL,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,100502_T11_T12,2051,3 - ELECTRIC ENGAGEMENT,,,,,,,,384064.970464873,397785.717851678,"53.476554181256176, -2.2415581796288326"
PRIMARY,400218,2024,1 - BEST VIEW,29.01,12.93,9.29,15.99,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2024,3 - ELECTRIC ENGAGEMENT,29.01,12.93,9.29,15.99,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2024,4 - HOLISTIC TRANSITION,29.01,12.93,9.29,15.99,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2025,2 - COUNTERFACTUAL,29.04,12.92,9.29,15.75,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2025,5 - HYDROGEN EVOLUTION,29.08,12.91,9.28,15.66,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2025,6 - ACCELERATED DECARBONISATION,29.04,12.75,9.17,15.37,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2027,5 - HYDROGEN EVOLUTION,29.3,12.68,9.11,14.49,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2028,6 - ACCELERATED DECARBONISATION,29.65,12.26,8.81,13.29,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2029,1 - BEST VIEW,29.93,12.16,8.74,12.82,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2029,3 - ELECTRIC ENGAGEMENT,30.01,11.92,8.57,12.92,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2029,4 - HOLISTIC TRANSITION,29.84,12.12,8.71,13.38,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2030,4 - HOLISTIC TRANSITION,30.16,11.8,8.48,13.04,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2031,2 - COUNTERFACTUAL,29.63,12.33,8.86,14.33,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2031,5 - HYDROGEN EVOLUTION,30.2,11.87,8.53,13.19,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2032,3 - ELECTRIC ENGAGEMENT,31.0,11.14,8.0,12.51,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2032,4 - HOLISTIC TRANSITION,30.81,11.21,8.06,11.36,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2033,3 - ELECTRIC ENGAGEMENT,31.32,10.7,7.69,12.33,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2033,5 - HYDROGEN EVOLUTION,30.75,11.48,8.25,12.66,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2033,6 - ACCELERATED DECARBONISATION,31.24,10.45,7.51,9.57,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2036,1 - BEST VIEW,32.19,10.42,7.49,10.21,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2036,2 - COUNTERFACTUAL,30.58,11.79,8.47,12.67,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2036,6 - ACCELERATED DECARBONISATION,32.2,10.62,7.63,6.81,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2039,3 - ELECTRIC ENGAGEMENT,33.44,9.69,6.96,8.31,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2039,6 - ACCELERATED DECARBONISATION,33.11,9.83,7.07,4.14,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400218,2051,4 - HOLISTIC TRANSITION,34.06,8.75,6.29,2.96,,,,352791.124081864,425506.073800749,"53.72381018142756, -2.7169364088915904"
PRIMARY,400051,2024,2 - COUNTERFACTUAL,28.53,13.58,9.91,18.95,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2024,3 - ELECTRIC ENGAGEMENT,28.55,13.58,9.91,18.95,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2025,3 - ELECTRIC ENGAGEMENT,28.61,13.49,9.84,18.85,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2026,2 - COUNTERFACTUAL,28.65,13.34,9.73,18.77,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2026,3 - ELECTRIC ENGAGEMENT,28.68,13.32,9.72,18.75,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2026,6 - ACCELERATED DECARBONISATION,28.63,13.42,9.79,18.86,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2027,2 - COUNTERFACTUAL,28.71,13.24,9.66,18.69,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2028,1 - BEST VIEW,28.82,12.85,9.38,18.51,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2028,4 - HOLISTIC TRANSITION,28.67,13.13,9.58,18.78,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2028,5 - HYDROGEN EVOLUTION,28.74,12.93,9.43,18.72,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2029,4 - HOLISTIC TRANSITION,28.75,13.0,9.48,18.62,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2030,2 - COUNTERFACTUAL,29.05,12.69,9.25,18.33,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2031,6 - ACCELERATED DECARBONISATION,29.17,12.16,8.87,16.88,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2033,4 - HOLISTIC TRANSITION,29.28,11.54,8.42,15.11,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2033,6 - ACCELERATED DECARBONISATION,29.45,11.43,8.33,14.68,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2036,3 - ELECTRIC ENGAGEMENT,29.8,11.23,8.19,16.55,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2036,4 - HOLISTIC TRANSITION,29.67,10.81,7.88,12.14,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2039,1 - BEST VIEW,30.05,10.75,7.84,13.15,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2039,2 - COUNTERFACTUAL,29.64,12.05,8.79,16.28,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2039,3 - ELECTRIC ENGAGEMENT,30.22,10.64,7.76,13.69,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2039,4 - HOLISTIC TRANSITION,30.07,10.15,7.41,9.36,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2042,2 - COUNTERFACTUAL,29.78,11.9,8.68,15.69,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2042,3 - ELECTRIC ENGAGEMENT,30.54,10.07,7.34,11.16,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2042,5 - HYDROGEN EVOLUTION,30.0,11.32,8.26,16.02,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2042,6 - ACCELERATED DECARBONISATION,30.5,9.33,6.8,6.12,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2046,2 - COUNTERFACTUAL,29.92,11.68,8.52,15.11,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2051,1 - BEST VIEW,30.8,9.09,6.63,5.42,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2051,2 - COUNTERFACTUAL,30.02,11.4,8.32,14.79,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400051,2051,5 - HYDROGEN EVOLUTION,30.28,11.01,8.04,15.48,,,,390150.231302754,436911.316788586,"53.82837103063411, -2.15112765513545"
PRIMARY,400053,2024,2 - COUNTERFACTUAL,14.81,5.92,4.32,10.59,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2024,5 - HYDROGEN EVOLUTION,14.82,5.92,4.32,10.59,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2025,1 - BEST VIEW,14.89,5.76,4.2,10.21,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2025,4 - HOLISTIC TRANSITION,14.79,5.8,4.23,10.48,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2025,5 - HYDROGEN EVOLUTION,14.87,5.81,4.24,10.41,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2025,6 - ACCELERATED DECARBONISATION,14.8,5.75,4.19,10.28,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2026,5 - HYDROGEN EVOLUTION,14.91,5.72,4.17,10.33,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2027,2 - COUNTERFACTUAL,14.92,5.71,4.17,10.25,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2027,3 - ELECTRIC ENGAGEMENT,15.03,5.5,4.01,10.01,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2027,4 - HOLISTIC TRANSITION,14.83,5.64,4.12,10.4,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2027,6 - ACCELERATED DECARBONISATION,14.95,5.55,4.05,10.04,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2028,1 - BEST VIEW,15.12,5.49,4.0,9.87,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2028,4 - HOLISTIC TRANSITION,14.88,5.54,4.04,10.29,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2028,5 - HYDROGEN EVOLUTION,15.0,5.6,4.08,10.29,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2029,1 - BEST VIEW,15.22,5.37,3.92,9.74,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2029,2 - COUNTERFACTUAL,15.05,5.57,4.07,10.01,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2030,1 - BEST VIEW,15.34,5.32,3.88,9.63,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2030,2 - COUNTERFACTUAL,15.15,5.34,3.89,9.84,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2030,3 - ELECTRIC ENGAGEMENT,15.33,5.24,3.82,9.77,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
PRIMARY,400053,2030,4 - HOLISTIC TRANSITION,15.08,5.14,3.75,9.89,,,,388616.153197414,434406.938267152,"53.80583029251088, -2.1743408461692244"
