Substation/Group,Voltage,Scenario,Year,Financial Year,Headroom (MW),Headroom Type,GSP,Primary_Substation
ZETLAND PARK,11.0,EE,2040,2040/41,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2049,2049/50,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,HT,2044,2044/45,0.0,Generation (Fully Rated Converter),AYR,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,22.75635902010575,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,EE,2042,2042/43,22.9374824601382,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,23.09848333918572,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,EE,2049,2049/50,23.30310190986111,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,22.05133732007784,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,22.13839923362291,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,22.3132938527632,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,22.36703982411442,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HE,2045,2045/46,22.59560818008723,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,21.46233457082376,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2027,2027/28,21.45307569862869,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,21.51427279461529,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,21.54514781203338,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,21.61961411227465,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,21.7974209087606,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,21.90872477526996,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2037,2037/38,22.32192850325732,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,22.46325053858211,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,22.58199200649707,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,22.82253264146196,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,22.92747215451023,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,23.18590865592299,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,HT,2047,2047/48,23.25629319676521,Generation (Fully Rated Converter),PARTICK,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2042,2042/43,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2045,2045/46,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2047,2047/48,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2037,2037/38,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2042,2042/43,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2048,2048/49,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2046,2046/47,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2049,2049/50,0.0,Generation (Fully Rated Converter),CUMBERNAULD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2035,2035/36,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2039,2039/40,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2046,2046/47,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2049,2049/50,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2039,2039/40,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2042,2042/43,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2043,2043/44,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2045,2045/46,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2027,2027/28,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2034,2034/35,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2036,2036/37,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2044,2044/45,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2047,2047/48,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2048,2048/49,0.0,Generation (Fully Rated Converter),WHITEHOUSE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,6.602207050336141,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,6.246468389793014,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,6.107429461009591,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2037,2037/38,6.652275871009227,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,6.641688247892716,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2035,2035/36,2.688256479494387,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,2.715650550236592,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,2.580577062316992,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,2.674326465284767,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,HE,2039,2039/40,3.03394619243767,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2026,2026/27,3.10322637505727,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,2.676627042954146,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,2.566368388989812,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,2.524237062818879,Generation (Fully Rated Converter),KAIMES,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,7.342997457922795,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,7.217318224544945,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2042,2042/43,7.085166021460966,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,6.925273558495025,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,7.606460499774339,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,7.653042981719035,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,7.769835974731398,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2039,2039/40,7.829621087309936,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,7.878720100256484,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,7.919363465708921,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2044,2044/45,8.009837008107144,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,8.01446897811257,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,8.015441299874736,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,7.665160423868615,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,7.457468144605643,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2040,2040/41,7.140248453132866,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,7.058300639954122,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2044,2044/45,6.694961599426099,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,HT,2049,2049/50,5.80230051467994,Generation (Fully Rated Converter),TELFORD ROAD,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,EE,2046,2046/47,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2027,2027/28,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2034,2034/35,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2043,2043/44,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2045,2045/46,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2046,2046/47,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,HT,2048,2048/49,0.0,Generation (Fully Rated Converter),DUMFRIES,ZETLAND PARK
ZETLAND PARK,11.0,EE,2036,2036/37,11.07577338927015,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,11.001386423648,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,11.15067664941827,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,11.08579933211993,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,10.87797929838391,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,10.28068923348384,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,10.28459763224164,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,10.98322301056501,Generation (Fully Rated Converter),COCKENZIE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2035,2035/36,22.30340845409959,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2036,2036/37,22.37953340868047,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,22.46148901363985,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2039,2039/40,22.60181365547718,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,22.6612966998179,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2042,2042/43,22.65862905932589,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,22.63650038893674,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2045,2045/46,22.50945615863478,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2047,2047/48,22.30369169954569,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,21.87079382329329,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,22.10952838839523,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2039,2039/40,22.24243963362555,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,22.34545885479152,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2025,2025/26,22.47041213557048,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2027,2027/28,22.1237184045385,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,21.97160259555346,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,21.94247141906249,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,22.00400971082649,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,HT,2049,2049/50,21.90729743673882,Generation (Fully Rated Converter),PORT DUNDAS,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,3.613443209132554,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,3.458180897686479,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,3.144734291072377,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,2.97079522763074,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2045,2045/46,2.769899458540622,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2046,2046/47,2.576658103822349,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,2.142956214318438,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,4.082150635474488,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2040,2040/41,4.155856024434118,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2047,2047/48,4.140854533308103,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,4.843009460166546,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2035,2035/36,4.038457349367018,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2038,2038/39,3.754479385341552,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2039,2039/40,3.660093658370063,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,3.431979403522653,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,3.310334192184414,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2046,2046/47,2.702970840436778,Generation (Fully Rated Converter),DEWAR PLACE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2035,2035/36,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2037,2037/38,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2042,2042/43,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2035,2035/36,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2041,2041/42,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2042,2042/43,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2031,2031/32,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,HT,2046,2046/47,0.0,Generation (Fully Rated Converter),MAYBOLE,ZETLAND PARK
ZETLAND PARK,11.0,EE,2040,2040/41,10.13602980631814,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,10.18457383920353,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2042,2042/43,10.19439122845559,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2043,2043/44,10.19654898556862,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2044,2044/45,10.17045769754905,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2048,2048/49,9.793368110833834,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,8.752971546392315,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,9.558586612684733,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2044,2044/45,10.26022544696752,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HE,2049,2049/50,10.44989325390832,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,8.269624377297871,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2029,2029/30,7.720638900634382,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2030,2030/31,7.903300026584735,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2033,2033/34,8.243978508103243,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2041,2041/42,9.675252567321252,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2042,2042/43,9.704886742970572,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2044,2044/45,9.697743617115542,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2047,2047/48,9.450878394579059,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2048,2048/49,9.373008502427124,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,HT,2049,2049/50,9.274812833815533,Generation (Fully Rated Converter),INVERKEITHING,ZETLAND PARK
ZETLAND PARK,11.0,EE,2038,2038/39,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,EE,2039,2039/40,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,EE,2041,2041/42,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HE,2036,2036/37,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HE,2038,2038/39,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HE,2043,2043/44,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HE,2046,2046/47,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HE,2048,2048/49,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HT,2024,2024/25,1.964824224499193,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HT,2028,2028/29,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
ZETLAND PARK,11.0,HT,2032,2032/33,0.0,Generation (Fully Rated Converter),GRANGEMOUTH,ZETLAND PARK
