Substation/Group,Voltage,Scenario,Year,Financial Year,Headroom (MW),Headroom Type,GSP,Primary_Substation
LOWER LONDON ROAD,11.0,EE,2039,2039/40,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,EE,2045,2045/46,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,EE,2046,2046/47,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HE,2038,2038/39,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HE,2040,2040/41,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HE,2042,2042/43,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HE,2045,2045/46,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HT,2024,2024/25,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HT,2028,2028/29,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HT,2029,2029/30,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HT,2034,2034/35,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HT,2038,2038/39,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LOWER LONDON ROAD,11.0,HT,2040,2040/41,0.0,Generation (Synchronous),PORTOBELLO,LOWER LONDON ROAD
LUGTON,11.0,EE,2042,2042/43,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,EE,2043,2043/44,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,EE,2046,2046/47,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HE,2036,2036/37,1.907841495760482,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HE,2040,2040/41,3.558739328577825,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HE,2044,2044/45,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HE,2046,2046/47,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HE,2049,2049/50,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2025,2025/26,7.699060670716865,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2029,2029/30,6.036386387401365,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2036,2036/37,1.243321371921467,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2037,2037/38,1.316386387401359,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2038,2038/39,0.5734761706830819,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2039,2039/40,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2041,2041/42,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2047,2047/48,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2048,2048/49,0.0,Generation (Synchronous),KAIMES,LUGTON
LUGTON,11.0,HT,2049,2049/50,0.0,Generation (Synchronous),KAIMES,LUGTON
MANUEL,11.0,EE,2037,2037/38,2.093663692184226,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,EE,2038,2038/39,2.044878768905216,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,EE,2039,2039/40,2.045458454465424,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,EE,2042,2042/43,1.806624273595357,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,EE,2045,2045/46,1.221598883391334,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,EE,2046,2046/47,1.073171076919696,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,EE,2047,2047/48,0.9029391968597285,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,EE,2049,2049/50,0.5441191761919821,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HE,2044,2044/45,2.678260247263959,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HE,2049,2049/50,2.693928309104185,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2025,2025/26,2.128078940003239,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2026,2026/27,2.003562912371675,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2027,2027/28,1.931086223945581,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2028,2028/29,2.376806175097627,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2030,2030/31,2.342149785842368,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2035,2035/36,2.228170505508412,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2040,2040/41,2.431333455189838,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2042,2042/43,2.411839523069832,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2043,2043/44,2.198148069496266,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2044,2044/45,2.159431615258509,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2045,2045/46,2.101039266841507,Generation (Synchronous),GRANGEMOUTH,MANUEL
MANUEL,11.0,HT,2046,2046/47,2.053068318381261,Generation (Synchronous),GRANGEMOUTH,MANUEL
MARKETHILL,11.0,EE,2039,2039/40,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,EE,2043,2043/44,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,EE,2044,2044/45,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,EE,2046,2046/47,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,EE,2049,2049/50,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HE,2035,2035/36,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HE,2037,2037/38,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HE,2040,2040/41,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HE,2044,2044/45,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HE,2045,2045/46,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2025,2025/26,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2029,2029/30,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2032,2032/33,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2033,2033/34,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2035,2035/36,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2038,2038/39,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2044,2044/45,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2045,2045/46,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARKETHILL,11.0,HT,2049,2049/50,0.0,Generation (Synchronous),EAST KILBRIDE,MARKETHILL
MARTIN MILLER,11.0,EE,2045,2045/46,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,EE,2047,2047/48,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,EE,2049,2049/50,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2040,2040/41,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2041,2041/42,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2042,2042/43,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2043,2043/44,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2044,2044/45,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2048,2048/49,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HE,2049,2049/50,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2024,2024/25,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2025,2025/26,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2027,2027/28,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2029,2029/30,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2030,2030/31,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2038,2038/39,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2040,2040/41,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2042,2042/43,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2047,2047/48,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MARTIN MILLER,11.0,HT,2048,2048/49,0.0,Generation (Synchronous),WHITEHOUSE,MARTIN MILLER
MAUCHLINE,11.0,EE,2036,2036/37,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,EE,2037,2037/38,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,EE,2039,2039/40,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,EE,2040,2040/41,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,EE,2041,2041/42,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,EE,2042,2042/43,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,EE,2047,2047/48,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HE,2036,2036/37,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HE,2042,2042/43,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HE,2046,2046/47,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2025,2025/26,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2026,2026/27,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2030,2030/31,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2031,2031/32,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2032,2032/33,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2033,2033/34,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2037,2037/38,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2038,2038/39,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2041,2041/42,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2043,2043/44,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUCHLINE,11.0,HT,2048,2048/49,0.0,Generation (Synchronous),COYLTON,MAUCHLINE
MAUKINFAULD ROAD,11.0,EE,2035,2035/36,9.079624679131777,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,EE,2037,2037/38,9.261997856575004,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,EE,2038,2038/39,9.359092459185725,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,EE,2040,2040/41,9.542426832361835,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,EE,2043,2043/44,9.7248722947108,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,EE,2048,2048/49,9.850721865771243,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,EE,2049,2049/50,9.868634514553221,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HE,2037,2037/38,9.009032443468548,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HE,2038,2038/39,9.091013407968584,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HE,2039,2039/40,9.160913856278228,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HE,2041,2041/42,9.287790056580352,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HE,2043,2043/44,9.403778526332573,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HE,2046,2046/47,9.533691634719297,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2025,2025/26,8.785598111219675,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2028,2028/29,8.755075990793866,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2029,2029/30,8.752450432509116,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2031,2031/32,8.856975725143691,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2033,2033/34,9.006300319301495,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2034,2034/35,9.06426154602055,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2035,2035/36,9.110148008914193,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2037,2037/38,9.291422390633807,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2045,2045/46,9.964349743455532,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAUKINFAULD ROAD,11.0,HT,2049,2049/50,10.01621830467807,Generation (Synchronous),CARNTYNE,MAUKINFAULD ROAD
MAXWELL STREET,11.0,EE,2035,2035/36,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,EE,2037,2037/38,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,EE,2038,2038/39,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,EE,2040,2040/41,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,EE,2041,2041/42,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,EE,2045,2045/46,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,EE,2047,2047/48,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,EE,2049,2049/50,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HE,2039,2039/40,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HE,2040,2040/41,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HE,2045,2045/46,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HE,2048,2048/49,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HT,2032,2032/33,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HT,2033,2033/34,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HT,2039,2039/40,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELL STREET,11.0,HT,2043,2043/44,0.0,Generation (Synchronous),WHITEHOUSE,MAXWELL STREET
MAXWELLTON,11.0,EE,2035,2035/36,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,EE,2042,2042/43,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HE,2035,2035/36,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HE,2036,2036/37,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HE,2037,2037/38,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HE,2041,2041/42,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HE,2045,2045/46,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HE,2046,2046/47,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HT,2030,2030/31,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HT,2032,2032/33,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HT,2040,2040/41,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HT,2044,2044/45,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HT,2045,2045/46,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAXWELLTON,11.0,HT,2049,2049/50,0.0,Generation (Synchronous),DUMFRIES,MAXWELLTON
MAYBOLE (PRIMARY),11.0,EE,2036,2036/37,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,EE,2041,2041/42,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,EE,2042,2042/43,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,EE,2043,2043/44,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,EE,2044,2044/45,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,EE,2045,2045/46,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,EE,2049,2049/50,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HE,2037,2037/38,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HE,2042,2042/43,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HE,2044,2044/45,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HE,2045,2045/46,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HE,2048,2048/49,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2025,2025/26,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2030,2030/31,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2031,2031/32,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2032,2032/33,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2041,2041/42,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2043,2043/44,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2045,2045/46,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2047,2047/48,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2048,2048/49,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MAYBOLE (PRIMARY),11.0,HT,2049,2049/50,0.0,Generation (Synchronous),MAYBOLE,MAYBOLE (PRIMARY)
MENSTRIE,11.0,EE,2035,2035/36,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,EE,2039,2039/40,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,EE,2040,2040/41,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,EE,2046,2046/47,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,EE,2047,2047/48,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HE,2035,2035/36,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HE,2036,2036/37,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HE,2038,2038/39,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HE,2041,2041/42,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HE,2044,2044/45,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HE,2048,2048/49,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2025,2025/26,3.474004589217486,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2026,2026/27,2.812654423985379,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2028,2028/29,0.9508326130518299,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2029,2029/30,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2034,2034/35,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2038,2038/39,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2039,2039/40,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2044,2044/45,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
MENSTRIE,11.0,HT,2047,2047/48,0.0,Generation (Synchronous),DEVONSIDE,MENSTRIE
METHILHILL,11.0,EE,2037,2037/38,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,EE,2039,2039/40,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,EE,2047,2047/48,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HE,2035,2035/36,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HE,2039,2039/40,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HE,2044,2044/45,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HE,2045,2045/46,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HE,2049,2049/50,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2024,2024/25,3.120529288888097,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2028,2028/29,4.064840372477425,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2030,2030/31,3.902805700157579,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2031,2031/32,3.837205031346031,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2032,2032/33,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2036,2036/37,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2042,2042/43,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2044,2044/45,0.0,Generation (Synchronous),LEVEN,METHILHILL
METHILHILL,11.0,HT,2045,2045/46,0.0,Generation (Synchronous),LEVEN,METHILHILL
MIDDLEBIE,11.0,EE,2037,2037/38,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
MIDDLEBIE,11.0,EE,2039,2039/40,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
MIDDLEBIE,11.0,EE,2041,2041/42,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
MIDDLEBIE,11.0,EE,2043,2043/44,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
MIDDLEBIE,11.0,EE,2045,2045/46,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
MIDDLEBIE,11.0,HE,2039,2039/40,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
MIDDLEBIE,11.0,HE,2040,2040/41,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
MIDDLEBIE,11.0,HE,2047,2047/48,0.0,Generation (Synchronous),CHAPELCROSS,MIDDLEBIE
