district,year,month,month_name,delta_T_mean,baseline_hdd_per_day,projected_hdd_per_day,hdd_reduction
East Anglia,2061,9,September,4.0519,1.5266,0.0518,1.4749
East Anglia,2061,10,October,4.0139,3.7141,0.7409,2.9731
East Anglia,2061,11,November,3.2886,7.2963,4.2073,3.0891
East Anglia,2061,12,December,3.1774,7.9269,4.7853,3.1416
East Anglia,2062,1,January,2.4153,10.8351,8.4221,2.413
East Anglia,2062,2,February,2.2334,8.5252,6.315,2.2102
East Anglia,2062,3,March,2.0328,7.4623,5.4356,2.0267
East Anglia,2062,4,April,2.8394,5.5199,2.7908,2.7291
East Anglia,2062,5,May,2.7482,3.006,0.8868,2.1191
East Anglia,2062,6,June,3.8045,1.2732,0.0159,1.2572
East Anglia,2062,7,July,4.0739,0.5933,0.0,0.5933
East Anglia,2062,8,August,4.8719,0.4995,0.0,0.4995
East Anglia,2062,9,September,4.6577,1.5266,0.0233,1.5033
East Anglia,2062,10,October,3.819,3.7141,0.8297,2.8844
East Anglia,2062,11,November,3.4108,7.2963,4.1012,3.1952
East Anglia,2062,12,December,2.5349,7.9269,5.4104,2.5165
East Anglia,2063,1,January,2.111,10.8351,8.7257,2.1094
East Anglia,2063,2,February,1.8882,8.5252,6.6534,1.8718
East Anglia,2063,3,March,2.0572,7.4623,5.4114,2.0509
East Anglia,2063,4,April,2.3345,5.5199,3.2505,2.2693
East Anglia,2063,5,May,2.7542,3.006,0.8836,2.1224
East Anglia,2063,6,June,4.1095,1.2732,0.009,1.2642
East Anglia,2063,7,July,4.268,0.5933,0.0,0.5933
East Anglia,2063,8,August,5.264,0.4995,0.0,0.4995
East Anglia,2063,9,September,4.4529,1.5266,0.0308,1.4958
East Anglia,2063,10,October,4.6368,3.7141,0.5008,3.2133
East Anglia,2063,11,November,2.9445,7.2963,4.5107,2.7856
East Anglia,2063,12,December,2.8874,7.9269,5.0663,2.8607
East Anglia,2064,1,January,3.3531,10.8351,7.4884,3.3468
East Anglia,2064,2,February,2.6827,8.5252,5.8777,2.6474
East Anglia,2064,3,March,2.4739,7.4623,4.9993,2.463
East Anglia,2064,4,April,2.0495,5.5199,3.5176,2.0023
East Anglia,2064,5,May,2.7347,3.006,0.8942,2.1118
East Anglia,2064,6,June,3.8737,1.2732,0.014,1.2591
East Anglia,2064,7,July,4.555,0.5933,0.0,0.5933
East Anglia,2064,8,August,4.9684,0.4995,0.0,0.4995
East Anglia,2064,9,September,4.2041,1.5266,0.0427,1.4839
East Anglia,2064,10,October,3.978,3.7141,0.7568,2.9573
East Anglia,2064,11,November,3.6453,7.2963,3.9002,3.3962
East Anglia,2064,12,December,3.1617,7.9269,4.8004,3.1265
East Anglia,2065,1,January,2.4127,10.8351,8.4247,2.4104
East Anglia,2065,2,February,1.8952,8.5252,6.6465,1.8787
East Anglia,2065,3,March,2.4896,7.4623,4.9838,2.4785
East Anglia,2065,4,April,1.595,5.5199,3.9517,1.5682
East Anglia,2065,5,May,2.7814,3.006,0.869,2.137
East Anglia,2065,6,June,3.5672,1.2732,0.0242,1.2489
East Anglia,2065,7,July,4.2948,0.5933,0.0,0.5933
East Anglia,2065,8,August,4.5709,0.4995,0.0,0.4995
East Anglia,2065,9,September,4.4055,1.5266,0.0328,1.4938
East Anglia,2065,10,October,4.4561,3.7141,0.5638,3.1503
East Anglia,2065,11,November,2.7503,7.2963,4.6848,2.6115
East Anglia,2065,12,December,2.8147,7.9269,5.137,2.79
East Anglia,2066,1,January,2.0233,10.8351,8.8132,2.0219
East Anglia,2066,2,February,2.472,8.5252,6.0823,2.4429
East Anglia,2066,3,March,2.5093,7.4623,4.9644,2.4979
East Anglia,2066,4,April,2.2267,5.5199,3.351,2.1688
East Anglia,2066,5,May,3.1447,3.006,0.6884,2.3176
East Anglia,2066,6,June,3.8388,1.2732,0.015,1.2582
East Anglia,2066,7,July,4.4447,0.5933,0.0,0.5933
East Anglia,2066,8,August,4.7499,0.4995,0.0,0.4995
East Anglia,2066,9,September,4.4489,1.5266,0.031,1.4956
East Anglia,2066,10,October,3.7942,3.7141,0.8415,2.8726
East Anglia,2066,11,November,3.1661,7.2963,4.3145,2.9818
East Anglia,2066,12,December,2.9205,7.9269,5.0341,2.8929
East Anglia,2067,1,January,2.6964,10.8351,8.1418,2.6933
East Anglia,2067,2,February,2.8173,8.5252,5.7475,2.7776
East Anglia,2067,3,March,2.4029,7.4623,5.0694,2.3929
East Anglia,2067,4,April,2.28,5.5199,3.3013,2.2186
East Anglia,2067,5,May,3.1796,3.006,0.6724,2.3336
East Anglia,2067,6,June,3.8638,1.2732,0.0143,1.2589
East Anglia,2067,7,July,4.1723,0.5933,0.0,0.5933
East Anglia,2067,8,August,4.9284,0.4995,0.0,0.4995
East Anglia,2067,9,September,4.612,1.5266,0.0248,1.5018
East Anglia,2067,10,October,3.898,3.7141,0.7929,2.9212
East Anglia,2067,11,November,3.4107,7.2963,4.1013,3.1951
East Anglia,2067,12,December,3.0038,7.9269,4.9532,2.9737
East Anglia,2068,1,January,3.425,10.8351,7.417,3.4181
East Anglia,2068,2,February,3.2729,8.5252,5.3105,3.2146
East Anglia,2068,3,March,2.3602,7.4623,5.1114,2.3509
East Anglia,2068,4,April,2.549,5.5199,3.053,2.4669
East Anglia,2068,5,May,3.0939,3.006,0.712,2.2939
East Anglia,2068,6,June,3.8525,1.2732,0.0146,1.2586
East Anglia,2068,7,July,4.6269,0.5933,0.0,0.5933
East Anglia,2068,8,August,5.2025,0.4995,0.0,0.4995
East Anglia,2068,9,September,4.6843,1.5266,0.0225,1.5041
East Anglia,2068,10,October,4.3462,3.7141,0.6047,3.1094
East Anglia,2068,11,November,3.2236,7.2963,4.2641,3.0322
East Anglia,2068,12,December,3.0565,7.9269,4.9021,3.0248
East Anglia,2069,1,January,2.7148,10.8351,8.1235,2.7116
East Anglia,2069,2,February,1.5182,8.5252,7.0179,1.5073
East Anglia,2069,3,March,1.5642,7.4623,5.9012,1.5611
East Anglia,2069,4,April,2.8171,5.5199,2.8107,2.7092
East Anglia,2069,5,May,3.6897,3.006,0.4671,2.5389
East Anglia,2069,6,June,3.804,1.2732,0.0159,1.2572
East Anglia,2069,7,July,4.7924,0.5933,0.0,0.5933
East Anglia,2069,8,August,5.3837,0.4995,0.0,0.4995
East Anglia,2069,9,September,4.4754,1.5266,0.0299,1.4967
East Anglia,2069,10,October,2.9653,3.7141,1.2969,2.4172
East Anglia,2069,11,November,3.2772,7.2963,4.2172,3.0792
East Anglia,2069,12,December,3.0665,7.9269,4.8924,3.0345
East Anglia,2070,1,January,2.9113,10.8351,7.9277,2.9074
East Anglia,2070,2,February,2.8543,8.5252,5.7119,2.8133
East Anglia,2070,3,March,2.4336,7.4623,5.039,2.4233
East Anglia,2070,4,April,2.4883,5.5199,3.1085,2.4113
East Anglia,2070,5,May,2.8672,3.006,0.8239,2.182
East Anglia,2070,6,June,3.5043,1.2732,0.027,1.2462
East Anglia,2070,7,July,4.6059,0.5933,0.0,0.5933
East Anglia,2070,8,August,5.173,0.4995,0.0,0.4995
East Anglia,2070,9,September,4.6377,1.5266,0.024,1.5026
East Anglia,2070,10,October,4.2519,3.7141,0.6414,3.0726
East Anglia,2070,11,November,3.7891,7.2963,3.7787,3.5177
East Anglia,2070,12,December,3.3964,7.9269,4.5748,3.3521
East Anglia,2071,1,January,3.5758,10.8351,7.2673,3.5678
East Anglia,2071,2,February,2.4373,8.5252,6.116,2.4091
East Anglia,2071,3,March,2.7058,7.4623,4.7711,2.6912
East Anglia,2071,4,April,3.5918,5.5199,2.1483,3.3716
East Anglia,2071,5,May,3.6095,3.006,0.496,2.51
East Anglia,2071,6,June,4.5073,1.2732,0.004,1.2691
East Anglia,2071,7,July,4.7375,0.5933,0.0,0.5933
East Anglia,2071,8,August,5.2884,0.4995,0.0,0.4995
East Anglia,2071,9,September,4.9719,1.5266,0.0149,1.5117
East Anglia,2071,10,October,4.3368,3.7141,0.6083,3.1058
East Anglia,2071,11,November,3.9959,7.2963,3.6066,3.6898
East Anglia,2071,12,December,3.1656,7.9269,4.7967,3.1302
East Anglia,2072,1,January,2.8511,10.8351,7.9878,2.8474
East Anglia,2072,2,February,2.9015,8.5252,5.6664,2.8588
East Anglia,2072,3,March,3.2139,7.4623,4.2752,3.1872
East Anglia,2072,4,April,2.2125,5.5199,3.3643,2.1555
East Anglia,2072,5,May,2.5707,3.006,0.986,2.02
East Anglia,2072,6,June,4.2992,1.2732,0.0062,1.267
East Anglia,2072,7,July,5.3008,0.5933,0.0,0.5933
East Anglia,2072,8,August,6.2738,0.4995,0.0,0.4995
East Anglia,2072,9,September,5.1621,1.5266,0.0112,1.5154
East Anglia,2072,10,October,5.067,3.7141,0.3715,3.3426
East Anglia,2072,11,November,3.9564,7.2963,3.6392,3.6572
East Anglia,2072,12,December,3.3863,7.9269,4.5845,3.3424
East Anglia,2073,1,January,2.5837,10.8351,8.2541,2.581
East Anglia,2073,2,February,2.7092,8.5252,5.8521,2.673
East Anglia,2073,3,March,3.6282,7.4623,3.8764,3.5859
East Anglia,2073,4,April,2.9716,5.5199,2.6738,2.8461
East Anglia,2073,5,May,4.4408,3.006,0.2525,2.7535
East Anglia,2073,6,June,3.5941,1.2732,0.0231,1.25
East Anglia,2073,7,July,4.3885,0.5933,0.0,0.5933
East Anglia,2073,8,August,5.3513,0.4995,0.0,0.4995
East Anglia,2073,9,September,5.0813,1.5266,0.0127,1.5139
East Anglia,2073,10,October,5.1266,3.7141,0.3558,3.3583
East Anglia,2073,11,November,3.8055,7.2963,3.7649,3.5314
East Anglia,2073,12,December,3.381,7.9269,4.5895,3.3374
East Anglia,2074,1,January,3.2347,10.8351,7.606,3.2291
East Anglia,2074,2,February,3.1429,8.5252,5.4346,3.0905
East Anglia,2074,3,March,2.7298,7.4623,4.7475,2.7148
East Anglia,2074,4,April,2.9037,5.5199,2.7337,2.7862
East Anglia,2074,5,May,3.2873,3.006,0.6248,2.3812
East Anglia,2074,6,June,3.818,1.2732,0.0155,1.2576
East Anglia,2074,7,July,4.6249,0.5933,0.0,0.5933
East Anglia,2074,8,August,5.3704,0.4995,0.0,0.4995
East Anglia,2074,9,September,4.5068,1.5266,0.0287,1.4979
East Anglia,2074,10,October,4.6525,3.7141,0.4956,3.2185
East Anglia,2074,11,November,4.1039,7.2963,3.5179,3.7784
East Anglia,2074,12,December,3.5876,7.9269,4.3923,3.5347
East Anglia,2075,1,January,2.8669,10.8351,7.9719,2.8632
East Anglia,2075,2,February,2.7635,8.5252,5.7995,2.7256
East Anglia,2075,3,March,3.2929,7.4623,4.1987,3.2636
East Anglia,2075,4,April,2.5507,5.5199,3.0514,2.4685
East Anglia,2075,5,May,3.4633,3.006,0.5519,2.454
East Anglia,2075,6,June,3.9419,1.2732,0.0124,1.2608
East Anglia,2075,7,July,5.6637,0.5933,0.0,0.5933
East Anglia,2075,8,August,6.2002,0.4995,0.0,0.4995
East Anglia,2075,9,September,5.7032,1.5266,0.0048,1.5218
East Anglia,2075,10,October,5.0192,3.7141,0.3845,3.3296
East Anglia,2075,11,November,4.0897,7.2963,3.5295,3.7668
East Anglia,2075,12,December,3.3334,7.9269,4.6352,3.2917
East Anglia,2076,1,January,3.0198,10.8351,7.8198,3.0153
East Anglia,2076,2,February,2.8819,8.5252,5.6853,2.8399
East Anglia,2076,3,March,3.4065,7.4623,4.089,3.3733
East Anglia,2076,4,April,3.4451,5.5199,2.2687,3.2511
East Anglia,2076,5,May,3.9685,3.006,0.376,2.63
East Anglia,2076,6,June,4.3716,1.2732,0.0053,1.2678
East Anglia,2076,7,July,5.5683,0.5933,0.0,0.5933
East Anglia,2076,8,August,6.0198,0.4995,0.0,0.4995
East Anglia,2076,9,September,5.4988,1.5266,0.0067,1.5199
East Anglia,2076,10,October,4.8777,3.7141,0.4249,3.2892
East Anglia,2076,11,November,4.166,7.2963,3.4673,3.829
East Anglia,2076,12,December,3.7303,7.9269,4.257,3.6699
East Anglia,2077,1,January,2.5286,10.8351,8.3091,2.526
East Anglia,2077,2,February,3.1563,8.5252,5.4218,3.1033
East Anglia,2077,3,March,3.0095,7.4623,4.4738,2.9885
East Anglia,2077,4,April,3.1309,5.5199,2.5349,2.985
East Anglia,2077,5,May,3.1025,3.006,0.708,2.298
East Anglia,2077,6,June,3.756,1.2732,0.0174,1.2558
East Anglia,2077,7,July,5.3255,0.5933,0.0,0.5933
East Anglia,2077,8,August,5.8269,0.4995,0.0,0.4995
East Anglia,2077,9,September,5.061,1.5266,0.0131,1.5135
East Anglia,2077,10,October,4.6832,3.7141,0.4855,3.2286
East Anglia,2077,11,November,3.9791,7.2963,3.6204,3.6759
East Anglia,2077,12,December,3.5296,7.9269,4.4476,3.4794
East Anglia,2078,1,January,2.6729,10.8351,8.1653,2.6698
East Anglia,2078,2,February,2.8328,8.5252,5.7326,2.7926
East Anglia,2078,3,March,2.9385,7.4623,4.5432,2.9191
East Anglia,2078,4,April,3.1425,5.5199,2.5249,2.995
East Anglia,2078,5,May,3.4521,3.006,0.5564,2.4496
East Anglia,2078,6,June,4.7386,1.2732,0.0025,1.2707
East Anglia,2078,7,July,5.4399,0.5933,0.0,0.5933
East Anglia,2078,8,August,6.2121,0.4995,0.0,0.4995
East Anglia,2078,9,September,5.5173,1.5266,0.0065,1.5201
East Anglia,2078,10,October,5.05,3.7141,0.3761,3.338
East Anglia,2078,11,November,4.2005,7.2963,3.4394,3.857
East Anglia,2078,12,December,3.7907,7.9269,4.2001,3.7269
East Anglia,2079,1,January,3.3801,10.8351,7.4616,3.3735
East Anglia,2079,2,February,3.522,8.5252,5.0742,3.451
East Anglia,2079,3,March,3.1882,7.4623,4.3,3.1623
East Anglia,2079,4,April,3.3809,5.5199,2.3223,3.1976
East Anglia,2079,5,May,4.2,3.006,0.3108,2.6952
East Anglia,2079,6,June,4.957,1.2732,0.0015,1.2717
East Anglia,2079,7,July,5.7461,0.5933,0.0,0.5933
East Anglia,2079,8,August,6.7313,0.4995,0.0,0.4995
East Anglia,2079,9,September,5.6085,1.5266,0.0056,1.521
East Anglia,2079,10,October,5.0698,3.7141,0.3708,3.3433
East Anglia,2079,11,November,4.5902,7.2963,3.1299,4.1664
East Anglia,2079,12,December,3.5614,7.9269,4.4172,3.5097
East Anglia,2080,1,January,3.2625,10.8351,7.5784,3.2567
East Anglia,2080,2,February,2.821,8.5252,5.744,2.7812
East Anglia,2080,3,March,2.7173,7.4623,4.7598,2.7025
East Anglia,2080,4,April,2.9806,5.5199,2.6658,2.854
East Anglia,2080,5,May,3.6114,3.006,0.4953,2.5106
East Anglia,2080,6,June,4.5172,1.2732,0.0039,1.2692
East Anglia,2080,7,July,6.3504,0.5933,0.0,0.5933
East Anglia,2080,8,August,6.4334,0.4995,0.0,0.4995
East Anglia,2080,9,September,5.4224,1.5266,0.0075,1.5191
East Anglia,2080,10,October,5.7474,3.7141,0.2205,3.4936
East Anglia,2080,11,November,4.7105,7.2963,3.037,4.2594
England E and NE,2026,1,January,0.172,12.097,11.925,0.172
England E and NE,2026,2,February,0.7124,9.8003,9.0883,0.712
England E and NE,2026,3,March,1.0899,8.6271,7.5377,1.0894
England E and NE,2026,4,April,0.8568,7.1186,6.2635,0.8551
England E and NE,2026,5,May,1.2852,4.1829,2.9858,1.197
England E and NE,2026,6,June,1.166,2.2953,1.3055,0.9898
England E and NE,2026,7,July,1.1647,1.4796,0.5527,0.9269
England E and NE,2026,8,August,1.4726,1.225,0.2582,0.9668
England E and NE,2026,9,September,1.7645,3.0422,1.5338,1.5084
England E and NE,2026,10,October,1.4758,5.152,3.7471,1.4049
England E and NE,2026,11,November,0.9525,8.8005,7.8613,0.9392
England E and NE,2026,12,December,0.6728,8.9894,8.3182,0.6713
England E and NE,2027,1,January,0.8336,12.097,11.2635,0.8335
England E and NE,2027,2,February,0.6059,9.8003,9.1948,0.6055
England E and NE,2027,3,March,1.1435,8.6271,7.4841,1.143
England E and NE,2027,4,April,1.0987,7.1186,6.0226,1.0961
England E and NE,2027,5,May,0.8967,4.1829,3.3375,0.8454
England E and NE,2027,6,June,1.464,2.2953,1.0904,1.2049
England E and NE,2027,7,July,0.957,1.4796,0.6881,0.7915
England E and NE,2027,8,August,1.7446,1.225,0.1691,1.0559
England E and NE,2027,9,September,1.4411,3.0422,1.7808,1.2613
England E and NE,2027,10,October,0.9661,5.152,4.2227,0.9293
England E and NE,2027,11,November,1.3004,8.8005,7.5207,1.2799
England E and NE,2027,12,December,1.8278,8.9894,7.17,1.8195
England E and NE,2028,1,January,0.523,12.097,11.5741,0.5229
England E and NE,2028,2,February,1.0996,9.8003,8.7016,1.0987
England E and NE,2028,3,March,0.7997,8.6271,7.8277,0.7994
England E and NE,2028,4,April,0.4725,7.1186,6.6468,0.4719
England E and NE,2028,5,May,1.2325,4.1829,3.0328,1.15
England E and NE,2028,6,June,1.3909,2.2953,1.1414,1.154
England E and NE,2028,7,July,1.6706,1.4796,0.2936,1.186
England E and NE,2028,8,August,1.3657,1.225,0.3008,0.9241
England E and NE,2028,9,September,1.4141,3.0422,1.8022,1.2399
England E and NE,2028,10,October,1.8987,5.152,3.3638,1.7882
England E and NE,2028,11,November,1.5463,8.8005,7.2811,1.5195
England E and NE,2028,12,December,1.37,8.9894,7.6243,1.3652
England E and NE,2029,1,January,0.7676,12.097,11.3295,0.7676
England E and NE,2029,2,February,0.5749,9.8003,9.2258,0.5745
England E and NE,2029,3,March,0.9026,8.6271,7.7248,0.9023
England E and NE,2029,4,April,1.5998,7.1186,5.5246,1.594
England E and NE,2029,5,May,1.1631,4.1829,3.0951,1.0878
England E and NE,2029,6,June,1.8773,2.2953,0.8253,1.47
England E and NE,2029,7,July,1.7487,1.4796,0.2627,1.2169
England E and NE,2029,8,August,1.8234,1.225,0.1481,1.0768
England E and NE,2029,9,September,1.1266,3.0422,2.0362,1.006
England E and NE,2029,10,October,1.0635,5.152,4.1308,1.0212
England E and NE,2029,11,November,1.099,8.8005,7.7177,1.0828
England E and NE,2029,12,December,1.3124,8.9894,7.6815,1.3079
England E and NE,2030,1,January,1.2074,12.097,10.8898,1.2073
England E and NE,2030,2,February,1.1211,9.8003,8.6802,1.1202
England E and NE,2030,3,March,1.1467,8.6271,7.481,1.1462
England E and NE,2030,4,April,0.7491,7.1186,6.3709,0.7478
England E and NE,2030,5,May,1.2979,4.1829,2.9746,1.2083
England E and NE,2030,6,June,0.8631,2.2953,1.5424,0.7529
England E and NE,2030,7,July,1.7029,1.4796,0.2805,1.1991
England E and NE,2030,8,August,1.7817,1.225,0.159,1.066
England E and NE,2030,9,September,1.2848,3.0422,1.906,1.1361
England E and NE,2030,10,October,1.176,5.152,4.0253,1.1267
England E and NE,2030,11,November,0.9628,8.8005,7.8512,0.9494
England E and NE,2030,12,December,1.2304,8.9894,7.763,1.2264
England E and NE,2031,1,January,1.2052,12.097,10.8919,1.2051
England E and NE,2031,2,February,0.7065,9.8003,9.0943,0.706
England E and NE,2031,3,March,1.2538,8.6271,7.3739,1.2532
England E and NE,2031,4,April,0.8099,7.1186,6.3103,0.8084
England E and NE,2031,5,May,1.4622,4.1829,2.8295,1.3534
England E and NE,2031,6,June,0.7332,2.2953,1.649,0.6463
England E and NE,2031,7,July,1.5033,1.4796,0.3679,1.1117
England E and NE,2031,8,August,1.6012,1.225,0.2126,1.0124
England E and NE,2031,9,September,2.1795,3.0422,1.2427,1.7994
England E and NE,2031,10,October,1.5846,5.152,3.6474,1.5046
England E and NE,2031,11,November,1.1784,8.8005,7.6399,1.1606
England E and NE,2031,12,December,2.1101,8.9894,6.8908,2.0987
England E and NE,2032,1,January,0.9252,12.097,11.1719,0.9251
England E and NE,2032,2,February,0.2709,9.8003,9.5295,0.2708
England E and NE,2032,3,March,0.5559,8.6271,8.0713,0.5558
England E and NE,2032,4,April,0.7564,7.1186,6.3636,0.755
England E and NE,2032,5,May,1.4504,4.1829,2.8399,1.343
England E and NE,2032,6,June,1.257,2.2953,1.2378,1.0575
England E and NE,2032,7,July,2.0634,1.4796,0.1612,1.3184
England E and NE,2032,8,August,1.5315,1.225,0.2365,0.9884
England E and NE,2032,9,September,1.9198,3.0422,1.4212,1.6209
England E and NE,2032,10,October,1.4608,5.152,3.7609,1.3911
England E and NE,2032,11,November,0.5014,8.8005,8.3051,0.4955
England E and NE,2032,12,December,0.8119,8.9894,8.1796,0.8098
England E and NE,2033,1,January,1.2686,12.097,10.8285,1.2685
England E and NE,2033,2,February,0.8893,9.8003,8.9117,0.8887
England E and NE,2033,3,March,0.8114,8.6271,7.816,0.8111
England E and NE,2033,4,April,1.1262,7.1186,5.9952,1.1234
England E and NE,2033,5,May,1.0989,4.1829,3.1531,1.0298
England E and NE,2033,6,June,2.7739,2.2953,0.396,1.8993
England E and NE,2033,7,July,1.6523,1.4796,0.3012,1.1784
England E and NE,2033,8,August,2.5761,1.225,0.0333,1.1917
England E and NE,2033,9,September,1.568,3.0422,1.6819,1.3602
England E and NE,2033,10,October,1.5789,5.152,3.6527,1.4993
England E and NE,2033,11,November,1.584,8.8005,7.2444,1.5561
England E and NE,2033,12,December,0.961,8.9894,8.0311,0.9583
England E and NE,2034,1,January,-0.04,12.097,12.1371,-0.04
England E and NE,2034,2,February,0.3706,9.8003,9.43,0.3704
England E and NE,2034,3,March,1.1038,8.6271,7.5238,1.1033
England E and NE,2034,4,April,1.1492,7.1186,5.9723,1.1463
England E and NE,2034,5,May,1.5719,4.1829,2.734,1.4489
England E and NE,2034,6,June,1.5702,2.2953,1.0184,1.2769
England E and NE,2034,7,July,1.519,1.4796,0.3605,1.1191
England E and NE,2034,8,August,2.0519,1.225,0.0985,1.1265
England E and NE,2034,9,September,1.7736,3.0422,1.527,1.5151
England E and NE,2034,10,October,1.8997,5.152,3.3628,1.7892
England E and NE,2034,11,November,1.3062,8.8005,7.5151,1.2855
England E and NE,2034,12,December,1.1411,8.9894,7.8518,1.1376
England E and NE,2035,1,January,1.2615,12.097,10.8356,1.2614
England E and NE,2035,2,February,1.1497,9.8003,8.6516,1.1487
England E and NE,2035,3,March,1.4399,8.6271,7.1881,1.439
England E and NE,2035,4,April,0.9641,7.1186,6.1566,0.9621
England E and NE,2035,5,May,1.5299,4.1829,2.7705,1.4124
England E and NE,2035,6,June,1.2565,2.2953,1.2382,1.0571
England E and NE,2035,7,July,1.3829,1.4796,0.4284,1.0512
England E and NE,2035,8,August,1.988,1.225,0.1108,1.1141
England E and NE,2035,9,September,1.4027,3.0422,1.8113,1.2309
England E and NE,2035,10,October,1.4659,5.152,3.7562,1.3958
England E and NE,2035,11,November,1.3549,8.8005,7.4675,1.3331
England E and NE,2035,12,December,1.0926,8.9894,7.9001,1.0894
England E and NE,2036,1,January,1.1672,12.097,10.9299,1.1671
England E and NE,2036,2,February,1.6975,9.8003,8.105,1.6953
England E and NE,2036,3,March,1.2233,8.6271,7.4044,1.2227
England E and NE,2036,4,April,1.2228,7.1186,5.8991,1.2196
England E and NE,2036,5,May,1.3311,4.1829,2.945,1.2378
England E and NE,2036,6,June,2.1219,2.2953,0.6881,1.6073
England E and NE,2036,7,July,1.3699,1.4796,0.4352,1.0444
England E and NE,2036,8,August,2.0132,1.225,0.1059,1.1191
England E and NE,2036,9,September,2.3284,3.0422,1.1461,1.8961
England E and NE,2036,10,October,1.662,5.152,3.5769,1.5751
England E and NE,2036,11,November,1.8575,8.8005,6.9792,1.8214
England E and NE,2036,12,December,0.408,8.9894,8.5823,0.4071
England E and NE,2037,1,January,0.334,12.097,11.7631,0.3339
England E and NE,2037,2,February,0.9917,9.8003,8.8094,0.9909
England E and NE,2037,3,March,1.3476,8.6271,7.2803,1.3468
England E and NE,2037,4,April,1.8585,7.1186,5.2685,1.8502
England E and NE,2037,5,May,1.0837,4.1829,3.1668,1.0161
England E and NE,2037,6,June,1.3507,2.2953,1.1699,1.1254
England E and NE,2037,7,July,1.4998,1.4796,0.3696,1.11
England E and NE,2037,8,August,1.8669,1.225,0.1375,1.0875
England E and NE,2037,9,September,1.7749,3.0422,1.526,1.5161
England E and NE,2037,10,October,1.7889,5.152,3.4622,1.6898
England E and NE,2037,11,November,1.7463,8.8005,7.0868,1.7137
England E and NE,2037,12,December,1.4671,8.9894,7.5278,1.4617
England E and NE,2038,1,January,1.359,12.097,10.7381,1.3589
England E and NE,2038,2,February,1.1557,9.8003,8.6456,1.1547
England E and NE,2038,3,March,1.0619,8.6271,7.5657,1.0614
England E and NE,2038,4,April,1.6669,7.1186,5.4581,1.6605
England E and NE,2038,5,May,1.6821,4.1829,2.6391,1.5437
England E and NE,2038,6,June,2.0053,2.2953,0.7516,1.5437
England E and NE,2038,7,July,2.2838,1.4796,0.11,1.3696
England E and NE,2038,8,August,2.0812,1.225,0.0932,1.1317
England E and NE,2038,9,September,2.086,3.0422,1.3056,1.7366
England E and NE,2038,10,October,2.5918,5.152,2.7641,2.3879
England E and NE,2038,11,November,1.4555,8.8005,7.3694,1.4311
England E and NE,2038,12,December,1.8022,8.9894,7.1953,1.7941
England E and NE,2039,1,January,1.0674,12.097,11.0297,1.0673
England E and NE,2039,2,February,0.2743,9.8003,9.5262,0.2741
England E and NE,2039,3,March,1.2195,8.6271,7.4083,1.2188
England E and NE,2039,4,April,1.3464,7.1186,5.7762,1.3424
England E and NE,2039,5,May,1.4921,4.1829,2.8034,1.3795
